ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
SequenceRecorderSections,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sequencerecordersections|unreal|module|sequence,email|translation|copywriting,Editor\SequenceRecorderSections\SequenceRecorderSections.Build.cs
SequencerWidgets,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sequencerwidgets|unreal|module|sequencer,email|translation|copywriting,Editor\SequencerWidgets\SequencerWidgets.Build.cs
SkeletalMeshEditor,Editor,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,skeletalmesheditor|animation|skeletal|rig,email|translation|copywriting,Editor\SkeletalMeshEditor\SkeletalMeshEditor.Build.cs
SkeletonEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,skeletoneditor|unreal|module|skeleton,email|translation|copywriting,Editor\SkeletonEditor\SkeletonEditor.Build.cs
SourceControlWindowExtender,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sourcecontrolwindowextender|unreal|module|control,email|translation|copywriting,Editor\SourceControlWindowExtender\SourceControlWindowExtender.Build.cs
SourceControlWindows,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sourcecontrolwindows|unreal|module|control,email|translation|copywriting,Editor\SourceControlWindows\SourceControlWindows.Build.cs
SparseVolumeTexture,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sparsevolumetexture|unreal|module|sparse,email|translation|copywriting,Editor\SparseVolumeTexture\SparseVolumeTexture.Build.cs
StaticMeshEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,staticmesheditor|unreal|module|static,email|translation|copywriting,Editor\StaticMeshEditor\StaticMeshEditor.Build.cs
StatsViewer,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,statsviewer|unreal|module|stats,email|translation|copywriting,Editor\StatsViewer\StatsViewer.Build.cs
StatusBar,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,statusbar|unreal|module|status,email|translation|copywriting,Editor\StatusBar\StatusBar.Build.cs
StorageServerWidgets,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,storageserverwidgets|unreal|module|storage,email|translation|copywriting,Editor\StorageServerWidgets\StorageServerWidgets.Build.cs
StringTableEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,stringtableeditor|unreal|module|string,email|translation|copywriting,Editor\StringTableEditor\StringTableEditor.Build.cs
StructUtilsEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,structutilseditor|unreal|module|struct,email|translation|copywriting,Editor\StructUtilsEditor\StructUtilsEditor.Build.cs
StructViewer,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,structviewer|unreal|module|struct,email|translation|copywriting,Editor\StructViewer\StructViewer.Build.cs
SubobjectDataInterface,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,subobjectdatainterface|unreal|module|subobject,email|translation|copywriting,Editor\SubobjectDataInterface\SubobjectDataInterface.Build.cs
SubobjectEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,subobjecteditor|unreal|module|subobject,email|translation|copywriting,Editor\SubobjectEditor\SubobjectEditor.Build.cs
SVGDistanceField,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,svgdistancefield|unreal|module|svgdistance,email|translation|copywriting,Editor\SVGDistanceField\SVGDistanceField.Build.cs
SwarmInterface,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,swarminterface|unreal|module|swarm,email|translation|copywriting,Editor\SwarmInterface\SwarmInterface.Build.cs
TextureEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,textureeditor|unreal|module|texture,email|translation|copywriting,Editor\TextureEditor\TextureEditor.Build.cs
ToolMenusEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,toolmenuseditor|unreal|module|tool,email|translation|copywriting,Editor\ToolMenusEditor\ToolMenusEditor.Build.cs
TurnkeySupport,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,turnkeysupport|unreal|module|turnkey,email|translation|copywriting,Editor\TurnkeySupport\TurnkeySupport.Build.cs
UATHelper,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,uathelper|unreal|module,email|translation|copywriting,Editor\UATHelper\UATHelper.Build.cs
UMGEditor,Editor,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,umgeditor|ui|umg|slate,email|translation|copywriting,Editor\UMGEditor\UMGEditor.Build.cs
UndoHistoryEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,undohistoryeditor|unreal|module|undo,email|translation|copywriting,Editor\UndoHistoryEditor\UndoHistoryEditor.Build.cs
UniversalObjectLocatorEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,universalobjectlocatoreditor|unreal|module|universal,email|translation|copywriting,Editor\UniversalObjectLocatorEditor\UniversalObjectLocatorEditor.Build.cs
UnrealEd,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,unrealed|unreal|module,email|translation|copywriting,Editor\UnrealEd\UnrealEd.Build.cs
UnrealEdMessages,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,unrealedmessages|unreal|module|messages,email|translation|copywriting,Editor\UnrealEdMessages\UnrealEdMessages.Build.cs
UserAssetTagsEditor,Editor,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,userassettagseditor|asset|cook|package,email|translation|copywriting,Editor\UserAssetTagsEditor\UserAssetTagsEditor.Build.cs
ViewportInteraction,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,viewportinteraction|unreal|module|viewport,email|translation|copywriting,Editor\ViewportInteraction\ViewportInteraction.Build.cs
ViewportSnapping,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,viewportsnapping|unreal|module|viewport,email|translation|copywriting,Editor\ViewportSnapping\ViewportSnapping.Build.cs
VirtualizationEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,virtualizationeditor|unreal|module|virtualization,email|translation|copywriting,Editor\VirtualizationEditor\VirtualizationEditor.Build.cs
VirtualTexturingEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,virtualtexturingeditor|unreal|module|virtual,email|translation|copywriting,Editor\VirtualTexturingEditor\VirtualTexturingEditor.Build.cs
VREditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,vreditor|unreal|module,email|translation|copywriting,Editor\VREditor\VREditor.Build.cs
WorkspaceMenuStructure,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,workspacemenustructure|unreal|module|workspace,email|translation|copywriting,Editor\WorkspaceMenuStructure\WorkspaceMenuStructure.Build.cs
WorldBookmark,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,worldbookmark|unreal|module|world,email|translation|copywriting,Editor\WorldBookmark\WorldBookmark.Build.cs
WorldBrowser,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,worldbrowser|unreal|module|world,email|translation|copywriting,Editor\WorldBrowser\WorldBrowser.Build.cs
WorldPartitionEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,worldpartitioneditor|unreal|module|world,email|translation|copywriting,Editor\WorldPartitionEditor\WorldPartitionEditor.Build.cs
ZenEditor,Editor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,zeneditor|unreal|module|zen,email|translation|copywriting,Editor\ZenEditor\ZenEditor.Build.cs
DotNetPerforceLib,Programs,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dotnetperforcelib|asset|cook|package,email|translation|copywriting,Programs\Shared\EpicGames.Perforce.Native\DotNetPerforceLib.Build.cs
LiveLinkHubLauncher,Programs,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,livelinkhublauncher|asset|cook|package,email|translation|copywriting,Programs\LiveLinkHub\Source\LiveLinkHubLauncher\LiveLinkHubLauncher.Build.cs
AdpcmAudioDecoder,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,adpcmaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\AdpcmAudioDecoder\Module\AdpcmAudioDecoder.Build.cs
AdvancedWidgets,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,advancedwidgets|unreal|module|advanced,email|translation|copywriting,Runtime\AdvancedWidgets\AdvancedWidgets.Build.cs
Advertising,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,advertising|unreal|module,email|translation|copywriting,Runtime\Advertising\Advertising\Advertising.Build.cs
AIModule,Runtime,ue5-cpp-gameplay,ue5-architecture,high,module_override,aimodule|ai|nav|mass,email|translation|copywriting,Runtime\AIModule\AIModule.Build.cs
Analytics,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analytics|unreal|module,email|translation|copywriting,Runtime\Analytics\Analytics\Analytics.Build.cs
AnalyticsCSV,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analyticscsv|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsCSV\AnalyticsCSV.Build.cs
AnalyticsET,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analyticset|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsET\AnalyticsET.Build.cs
AnalyticsHorde,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analyticshorde|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsHorde\AnalyticsHorde.Build.cs
AnalyticsLog,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analyticslog|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsLog\AnalyticsLog.Build.cs
AnalyticsSwrve,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analyticsswrve|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsSwrve\AnalyticsSwrve.Build.cs
AnalyticsVisualEditing,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,analyticsvisualediting|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsVisualEditing\AnalyticsVisualEditing.Build.cs
AndroidAdvertising,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,androidadvertising|unreal|module|android,email|translation|copywriting,Runtime\Advertising\Android\AndroidAdvertising\AndroidAdvertising.Build.cs
AndroidLocalNotification,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,androidlocalnotification|unreal|module|android,email|translation|copywriting,Runtime\Android\AndroidLocalNotification\AndroidLocalNotification.Build.cs
AndroidRuntimeSettings,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,androidruntimesettings|unreal|module|android,email|translation|copywriting,Runtime\Android\AndroidRuntimeSettings\AndroidRuntimeSettings.Build.cs
AnimationCore,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,animationcore|animation|skeletal|rig,email|translation|copywriting,Runtime\AnimationCore\AnimationCore.Build.cs
AnimGraphRuntime,Runtime,ue5-cpp-gameplay,ue5-architecture,high,module_override,animgraphruntime|animation|skeletal|rig,email|translation|copywriting,Runtime\AnimGraphRuntime\AnimGraphRuntime.Build.cs
AppFramework,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,appframework|unreal|module|app,email|translation|copywriting,Runtime\AppFramework\AppFramework.Build.cs
ApplicationCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,applicationcore|core|engine|uobject,email|translation|copywriting,Runtime\ApplicationCore\ApplicationCore.Build.cs
AssetRegistry,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,assetregistry|asset|cook|package,email|translation|copywriting,Runtime\AssetRegistry\AssetRegistry.Build.cs
AudioAnalyzer,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audioanalyzer|audio|sound|metasound,email|translation|copywriting,Runtime\AudioAnalyzer\AudioAnalyzer.Build.cs
AudioCaptureAndroid,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiocaptureandroid|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\Android\AudioCaptureAndroid\AudioCaptureAndroid.Build.cs
AudioCaptureAudioUnit,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiocaptureaudiounit|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\IOS\AudioCaptureAudioUnit\AudioCaptureAudioUnit.Build.cs
AudioCaptureCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,audiocapturecore|core|engine|uobject,email|translation|copywriting,Runtime\AudioCaptureCore\AudioCaptureCore.Build.cs
AudioCaptureRtAudio,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiocapturertaudio|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\AudioCaptureRtAudio\AudioCaptureRtAudio.Build.cs
AudioCaptureWasapi,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiocapturewasapi|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\AudioCaptureWasapi.Build.cs
AudioChannelAgnosticCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,audiochannelagnosticcore|core|engine|uobject,email|translation|copywriting,Runtime\AudioChannelAgnosticCore\AudioChannelAgnosticCore.Build.cs
AudioExtensions,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audioextensions|audio|sound|metasound,email|translation|copywriting,Runtime\AudioExtensions\AudioExtensions.Build.cs
AudioLinkCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,audiolinkcore|core|engine|uobject,email|translation|copywriting,Runtime\AudioLink\AudioLinkCore\AudioLinkCore.Build.cs
AudioLinkEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,audiolinkengine|core|engine|uobject,email|translation|copywriting,Runtime\AudioLink\AudioLinkEngine\AudioLinkEngine.Build.cs
AudioMixer,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixer|audio|sound|metasound,email|translation|copywriting,Runtime\AudioMixer\AudioMixer.Build.cs
AudioMixerAndroid,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixerandroid|audio|sound|metasound,email|translation|copywriting,Runtime\Android\AudioMixerAndroid\AudioMixerAndroid.Build.cs
AudioMixerAudioUnit,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixeraudiounit|audio|sound|metasound,email|translation|copywriting,Runtime\Apple\AudioMixerAudioUnit\AudioMixerAudioUnit.Build.cs
AudioMixerCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,audiomixercore|core|engine|uobject,email|translation|copywriting,Runtime\AudioMixerCore\AudioMixerCore.Build.cs
AudioMixerCoreAudio,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,audiomixercoreaudio|core|engine|uobject,email|translation|copywriting,Runtime\Apple\AudioMixerCoreAudio\AudioMixerCoreAudio.Build.cs
AudioMixerPlatformAudioLink,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixerplatformaudiolink|audio|sound|metasound,email|translation|copywriting,Runtime\AudioLink\AudioMixerPlatformAudioLink\AudioMixerPlatformAudioLink.Build.cs
AudioMixerSDL,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixersdl|audio|sound|metasound,email|translation|copywriting,Runtime\Linux\AudioMixerSDL\AudioMixerSDL.Build.cs
AudioMixerWasapi,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixerwasapi|audio|sound|metasound,email|translation|copywriting,Runtime\Windows\AudioMixerWasapi\AudioMixerWasapi.Build.cs
AudioMixerXAudio2,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audiomixerxaudio2|audio|sound|metasound,email|translation|copywriting,Runtime\Windows\AudioMixerXAudio2\AudioMixerXAudio2.Build.cs
AudioPlatformConfiguration,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audioplatformconfiguration|audio|sound|metasound,email|translation|copywriting,Runtime\AudioPlatformConfiguration\AudioPlatformConfiguration.Build.cs
AudioPlatformSupportWasapi,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,audioplatformsupportwasapi|audio|sound|metasound,email|translation|copywriting,Runtime\AudioPlatformSupport\Windows\WASAPI\AudioPlatformSupportWasapi.Build.cs
AugmentedReality,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,augmentedreality|unreal|module|augmented,email|translation|copywriting,Runtime\AugmentedReality\AugmentedReality.build.cs
AutomationMessages,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,automationmessages|unreal|module|automation,email|translation|copywriting,Runtime\AutomationMessages\AutomationMessages.Build.cs
AutomationTest,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,automationtest|unreal|module|automation,email|translation|copywriting,Runtime\AutomationTest\AutomationTest.Build.cs
AutomationWorker,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,automationworker|unreal|module|automation,email|translation|copywriting,Runtime\AutomationWorker\AutomationWorker.Build.cs
AutoRTFM,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,autortfm|unreal|module|auto,email|translation|copywriting,Runtime\AutoRTFM\AutoRTFM.Build.cs
AVEncoder,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,avencoder|unreal|module,email|translation|copywriting,Runtime\AVEncoder\AVEncoder.Build.cs
AVIWriter,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,aviwriter|unreal|module,email|translation|copywriting,Runtime\AVIWriter\AVIWriter.Build.cs
BackgroundHTTP,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,backgroundhttp|network|online|replication,email|translation|copywriting,Runtime\Online\BackgroundHTTP\BackgroundHTTP.Build.cs
BackgroundHTTPFileHash,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,backgroundhttpfilehash|network|online|replication,email|translation|copywriting,Runtime\Online\BackgroundHTTPFileHash\BackgroundHTTPFileHash.Build.cs
BackgroundHttpIOS,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,backgroundhttpios|network|online|replication,email|translation|copywriting,Runtime\Apple\BackgroundHttpIOS\BackgroundHttpIOS.build.cs
BandwidthDebugDelegates,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,bandwidthdebugdelegates|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\BandwidthDebugDelegates\BandwidthDebugDelegates.Build.cs
BandwidthMeasurementTool,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,bandwidthmeasurementtool|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\BandwidthMeasurementTool\BandwidthMeasurementTool.Build.cs
BinkAudioDecoder,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,binkaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\BinkAudioDecoder\Module\BinkAudioDecoder.Build.cs
BlueprintRuntime,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,blueprintruntime|unreal|module|blueprint,email|translation|copywriting,Runtime\BlueprintRuntime\BlueprintRuntime.Build.cs
BuildPatchServices,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,buildpatchservices|network|online|replication,email|translation|copywriting,Runtime\Online\BuildPatchServices\BuildPatchServices.Build.cs
BuildSettings,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,buildsettings|unreal|module|settings,email|translation|copywriting,Runtime\BuildSettings\BuildSettings.Build.cs
CADKernel,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cadkernel|unreal|module,email|translation|copywriting,Runtime\Datasmith\CADKernel\Base\CADKernel.Build.cs
CADKernelEditor,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cadkerneleditor|unreal|module|cadkernel,email|translation|copywriting,Runtime\Datasmith\CADKernel\Editor\CADKernelEditor.Build.cs
CADKernelEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cadkernelengine|core|engine|uobject,email|translation|copywriting,Runtime\Datasmith\CADKernel\Engine\CADKernelEngine.Build.cs
Cbor,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cbor|unreal|module,email|translation|copywriting,Runtime\Cbor\Cbor.Build.cs
CEF3Utils,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cef3utils|unreal|module|cef3,email|translation|copywriting,Runtime\CEF3Utils\CEF3Utils.Build.cs
Chaos,Runtime,ue5-world-interaction,ue5-cpp-gameplay,high,module_override,chaos|physics|collision,email|translation|copywriting,Runtime\Experimental\Chaos\Chaos.Build.cs
ChaosCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,chaoscore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosCore\ChaosCore.Build.cs
ChaosSolverEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,chaossolverengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosSolverEngine\ChaosSolverEngine.Build.cs
ChaosSpatialPartitions,Runtime,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping,chaosspatialpartitions|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosSpatialPartitions\ChaosSpatialPartitions.Build.cs
ChaosVDData,Runtime,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping,chaosvddata|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosVDData\ChaosVDData.build.cs
ChaosVDRuntime,Runtime,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping,chaosvdruntime|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosVisualDebugger\ChaosVDRuntime.Build.cs
ChaosVehiclesCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,chaosvehiclescore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosVehicles\ChaosVehiclesCore\ChaosVehiclesCore.Build.cs
ChaosVehiclesEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,chaosvehiclesengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosVehicles\ChaosVehiclesEngine\ChaosVehiclesEngine.Build.cs
CinematicCamera,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cinematiccamera|unreal|module|cinematic,email|translation|copywriting,Runtime\CinematicCamera\CinematicCamera.Build.cs
ClientBandwidthDebugVisualizer,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,clientbandwidthdebugvisualizer|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\ClientBandwidthDebugVisualizer\ClientBandwidthDebugVisualizer.Build.cs
ClientPilot,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,clientpilot|unreal|module|client,email|translation|copywriting,Runtime\ClientPilot\ClientPilot.Build.cs
ClothingSystemRuntimeCommon,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,clothingsystemruntimecommon|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeCommon\ClothingSystemRuntimeCommon.Build.cs
ClothingSystemRuntimeInterface,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,clothingsystemruntimeinterface|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeInterface\ClothingSystemRuntimeInterface.Build.cs
ClothingSystemRuntimeNv,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,clothingsystemruntimenv|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeNv\ClothingSystemRuntimeNv.Build.cs
Constraints,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,constraints|animation|skeletal|rig,email|translation|copywriting,Runtime\Experimental\Animation\Constraints\Constraints.Build.cs
CookOnTheFly,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,cookonthefly|asset|cook|package,email|translation|copywriting,Runtime\CookOnTheFly\CookOnTheFly.Build.cs
Core,Runtime,ue5-architecture,ue5-cpp-gameplay,high,module_override,core|engine|uobject,email|translation|copywriting,Runtime\Core\Core.Build.cs
CoreOnline,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,coreonline|core|engine|uobject,email|translation|copywriting,Runtime\CoreOnline\CoreOnline.Build.cs
CorePreciseFP,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,coreprecisefp|core|engine|uobject,email|translation|copywriting,Runtime\CorePreciseFP\CorePreciseFP.build.cs
CoreUObject,Runtime,ue5-architecture,ue5-cpp-gameplay,high,module_override,coreuobject|core|engine|uobject,email|translation|copywriting,Runtime\CoreUObject\CoreUObject.Build.cs
CrashReportCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,crashreportcore|core|engine|uobject,email|translation|copywriting,Runtime\CrashReportCore\CrashReportCore.Build.cs
CUDA,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,cuda|unreal|module,email|translation|copywriting,Runtime\CUDA\Source\CUDA.Build.cs
D3D11RHI,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,d3d11rhi|render|shader|rhi,email|translation|copywriting,Runtime\Windows\D3D11RHI\D3D11RHI.Build.cs
D3D12RHI,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,d3d12rhi|render|shader|rhi,email|translation|copywriting,Runtime\D3D12RHI\D3D12RHI.Build.cs
DataflowCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,dataflowcore|core|engine|uobject,email|translation|copywriting,Runtime\Dataflow\Core\DataflowCore.Build.cs
DataflowEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,dataflowengine|core|engine|uobject,email|translation|copywriting,Runtime\Dataflow\Engine\DataflowEngine.Build.cs
DataflowSimulation,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,dataflowsimulation|unreal|module|dataflow,email|translation|copywriting,Runtime\Dataflow\Simulation\DataflowSimulation.Build.cs
DatasmithCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,datasmithcore|core|engine|uobject,email|translation|copywriting,Runtime\Datasmith\DatasmithCore\DatasmithCore.Build.cs
DeveloperSettings,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,developersettings|unreal|module|settings,email|translation|copywriting,Runtime\DeveloperSettings\DeveloperSettings.Build.cs
DirectLink,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,directlink|unreal|module|direct,email|translation|copywriting,Runtime\Datasmith\DirectLink\DirectLink.Build.cs
DownlinkBandwidthManager,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,downlinkbandwidthmanager|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\DownlinkBandwidthManager\DownlinkBandwidthManager.Build.cs
