ModuleName,Layer,TargetSkill,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
AVIWriter,Runtime,ue5-architecture,aviwriter|unreal|module,email|translation|copywriting,Runtime\AVIWriter\AVIWriter.Build.cs
BackgroundHTTP,Runtime,ue5-save-load-replication,backgroundhttp|network|online|replication,email|translation|copywriting,Runtime\Online\BackgroundHTTP\BackgroundHTTP.Build.cs
BackgroundHTTPFileHash,Runtime,ue5-save-load-replication,backgroundhttpfilehash|network|online|replication,email|translation|copywriting,Runtime\Online\BackgroundHTTPFileHash\BackgroundHTTPFileHash.Build.cs
BinkAudioDecoder,Runtime,ue5-cpp-gameplay,binkaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\BinkAudioDecoder\Module\BinkAudioDecoder.Build.cs
BlueprintRuntime,Runtime,ue5-architecture,blueprintruntime|unreal|module|blueprint,email|translation|copywriting,Runtime\BlueprintRuntime\BlueprintRuntime.Build.cs
BuildPatchServices,Runtime,ue5-save-load-replication,buildpatchservices|network|online|replication,email|translation|copywriting,Runtime\Online\BuildPatchServices\BuildPatchServices.Build.cs
BuildSettings,Runtime,ue5-architecture,buildsettings|unreal|module|settings,email|translation|copywriting,Runtime\BuildSettings\BuildSettings.Build.cs
CADKernel,Runtime,ue5-architecture,cadkernel|unreal|module,email|translation|copywriting,Runtime\Datasmith\CADKernel\Base\CADKernel.Build.cs
CADKernelEngine,Runtime,ue5-architecture,cadkernelengine|core|engine|uobject,email|translation|copywriting,Runtime\Datasmith\CADKernel\Engine\CADKernelEngine.Build.cs
Cbor,Runtime,ue5-architecture,cbor|unreal|module,email|translation|copywriting,Runtime\Cbor\Cbor.Build.cs
CEF3Utils,Runtime,ue5-architecture,cef3utils|unreal|module|cef3,email|translation|copywriting,Runtime\CEF3Utils\CEF3Utils.Build.cs
Chaos,Runtime,ue5-world-interaction,chaos|physics|collision,email|translation|copywriting,Runtime\Experimental\Chaos\Chaos.Build.cs
ChaosCore,Runtime,ue5-architecture,chaoscore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosCore\ChaosCore.Build.cs
ChaosSolverEngine,Runtime,ue5-architecture,chaossolverengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosSolverEngine\ChaosSolverEngine.Build.cs
ChaosVDData,Runtime,ue5-world-interaction,chaosvddata|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosVDData\ChaosVDData.build.cs
ChaosVDRuntime,Runtime,ue5-world-interaction,chaosvdruntime|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosVisualDebugger\ChaosVDRuntime.Build.cs
ChaosVehiclesCore,Runtime,ue5-architecture,chaosvehiclescore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosVehicles\ChaosVehiclesCore\ChaosVehiclesCore.Build.cs
ChaosVehiclesEngine,Runtime,ue5-architecture,chaosvehiclesengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosVehicles\ChaosVehiclesEngine\ChaosVehiclesEngine.Build.cs
CinematicCamera,Runtime,ue5-architecture,cinematiccamera|unreal|module|cinematic,email|translation|copywriting,Runtime\CinematicCamera\CinematicCamera.Build.cs
ClientPilot,Runtime,ue5-architecture,clientpilot|unreal|module|client,email|translation|copywriting,Runtime\ClientPilot\ClientPilot.Build.cs
ClothingSystemRuntimeCommon,Runtime,ue5-architecture,clothingsystemruntimecommon|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeCommon\ClothingSystemRuntimeCommon.Build.cs
ClothingSystemRuntimeInterface,Runtime,ue5-architecture,clothingsystemruntimeinterface|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeInterface\ClothingSystemRuntimeInterface.Build.cs
ClothingSystemRuntimeNv,Runtime,ue5-architecture,clothingsystemruntimenv|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeNv\ClothingSystemRuntimeNv.Build.cs
ColorManagement,Runtime,ue5-architecture,colormanagement|unreal|module|color,email|translation|copywriting,Runtime\ColorManagement\ColorManagement.Build.cs
Constraints,Runtime,ue5-cpp-gameplay,constraints|animation|skeletal|rig,email|translation|copywriting,Runtime\Experimental\Animation\Constraints\Constraints.Build.cs
CookOnTheFly,Runtime,ue5-performance-packaging,cookonthefly|asset|cook|package,email|translation|copywriting,Runtime\CookOnTheFly\CookOnTheFly.Build.cs
Core,Runtime,ue5-architecture,core|engine|uobject,email|translation|copywriting,Runtime\Core\Core.Build.cs
CoreOnline,Runtime,ue5-architecture,coreonline|core|engine|uobject,email|translation|copywriting,Runtime\CoreOnline\CoreOnline.Build.cs
CorePreciseFP,Runtime,ue5-architecture,coreprecisefp|core|engine|uobject,email|translation|copywriting,Runtime\CorePreciseFP\CorePreciseFP.build.cs
CoreUObject,Runtime,ue5-architecture,coreuobject|core|engine|uobject,email|translation|copywriting,Runtime\CoreUObject\CoreUObject.Build.cs
CrashReportCore,Runtime,ue5-architecture,crashreportcore|core|engine|uobject,email|translation|copywriting,Runtime\CrashReportCore\CrashReportCore.Build.cs
CUDA,Runtime,ue5-architecture,cuda|unreal|module,email|translation|copywriting,Runtime\CUDA\Source\CUDA.Build.cs
D3D11RHI,Runtime,ue5-performance-packaging,d3d11rhi|render|shader|rhi,email|translation|copywriting,Runtime\Windows\D3D11RHI\D3D11RHI.Build.cs
D3D12RHI,Runtime,ue5-performance-packaging,d3d12rhi|render|shader|rhi,email|translation|copywriting,Runtime\D3D12RHI\D3D12RHI.Build.cs
DataflowCore,Runtime,ue5-architecture,dataflowcore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\Dataflow\Core\DataflowCore.Build.cs
DataflowEngine,Runtime,ue5-architecture,dataflowengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\Dataflow\Engine\DataflowEngine.Build.cs
DataflowSimulation,Runtime,ue5-architecture,dataflowsimulation|unreal|module|dataflow,email|translation|copywriting,Runtime\Experimental\Dataflow\Simulation\DataflowSimulation.Build.cs
DatasmithCore,Runtime,ue5-architecture,datasmithcore|core|engine|uobject,email|translation|copywriting,Runtime\Datasmith\DatasmithCore\DatasmithCore.Build.cs
DeveloperSettings,Runtime,ue5-architecture,developersettings|unreal|module|settings,email|translation|copywriting,Runtime\DeveloperSettings\DeveloperSettings.Build.cs
DirectLink,Runtime,ue5-architecture,directlink|unreal|module|direct,email|translation|copywriting,Runtime\Datasmith\DirectLink\DirectLink.Build.cs
Engine,Runtime,ue5-architecture,engine|core|uobject,email|translation|copywriting,Runtime\Engine\Engine.Build.cs
EngineMessages,Runtime,ue5-architecture,enginemessages|core|engine|uobject,email|translation|copywriting,Runtime\EngineMessages\EngineMessages.Build.cs
EngineSettings,Runtime,ue5-architecture,enginesettings|core|engine|uobject,email|translation|copywriting,Runtime\EngineSettings\EngineSettings.Build.cs
EventLoop,Runtime,ue5-save-load-replication,eventloop|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\EventLoop\EventLoop.Build.cs
EventLoopUnitTests,Runtime,ue5-save-load-replication,eventloopunittests|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\EventLoopTests\EventLoopUnitTests.Build.cs
ExternalRpcRegistry,Runtime,ue5-performance-packaging,externalrpcregistry|asset|cook|package,email|translation|copywriting,Runtime\ExternalRPCRegistry\ExternalRpcRegistry.Build.cs
EyeTracker,Runtime,ue5-architecture,eyetracker|unreal|module|eye,email|translation|copywriting,Runtime\EyeTracker\EyeTracker.Build.cs
FieldNotification,Runtime,ue5-architecture,fieldnotification|unreal|module|field,email|translation|copywriting,Runtime\FieldNotification\FieldNotification.Build.cs
FieldSystemEngine,Runtime,ue5-architecture,fieldsystemengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\FieldSystem\Source\FieldSystemEngine\FieldSystemEngine.Build.cs
Foliage,Runtime,ue5-architecture,foliage|unreal|module,email|translation|copywriting,Runtime\Foliage\Foliage.Build.cs
FriendsAndChat,Runtime,ue5-architecture,friendsandchat|unreal|module|friends,email|translation|copywriting,Runtime\FriendsAndChat\FriendsAndChat.Build.cs
GameMenuBuilder,Runtime,ue5-architecture,gamemenubuilder|unreal|module|game,email|translation|copywriting,Runtime\GameMenuBuilder\GameMenuBuilder.Build.cs
GameplayDebugger,Runtime,ue5-cpp-gameplay,gameplaydebugger|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayDebugger\GameplayDebugger.Build.cs
GameplayMediaEncoder,Runtime,ue5-cpp-gameplay,gameplaymediaencoder|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayMediaEncoder\GameplayMediaEncoder.Build.cs
GameplayTags,Runtime,ue5-cpp-gameplay,gameplaytags|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayTags\GameplayTags.Build.cs
GameplayTasks,Runtime,ue5-cpp-gameplay,gameplaytasks|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayTasks\GameplayTasks.Build.cs
GeometryCollectionEngine,Runtime,ue5-architecture,geometrycollectionengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\GeometryCollectionEngine\GeometryCollectionEngine.Build.cs
GeometryCore,Runtime,ue5-architecture,geometrycore|core|engine|uobject,email|translation|copywriting,Runtime\GeometryCore\GeometryCore.Build.cs
GeometryFramework,Runtime,ue5-architecture,geometryframework|unreal|module|geometry,email|translation|copywriting,Runtime\GeometryFramework\GeometryFramework.Build.cs
HardwareSurvey,Runtime,ue5-architecture,hardwaresurvey|unreal|module|hardware,email|translation|copywriting,Runtime\HardwareSurvey\HardwareSurvey.Build.cs
HeadMountedDisplay,Runtime,ue5-architecture,headmounteddisplay|unreal|module|head,email|translation|copywriting,Runtime\HeadMountedDisplay\HeadMountedDisplay.Build.cs
HTTP,Runtime,ue5-save-load-replication,http|network|online|replication,email|translation|copywriting,Runtime\Online\HTTP\HTTP.Build.cs
HttpNetworkReplayStreaming,Runtime,ue5-save-load-replication,httpnetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\HttpNetworkReplayStreaming\HttpNetworkReplayStreaming.Build.cs
HttpServer,Runtime,ue5-save-load-replication,httpserver|network|online|replication,email|translation|copywriting,Runtime\Online\HTTPServer\HttpServer.Build.cs
Icmp,Runtime,ue5-save-load-replication,icmp|network|online|replication,email|translation|copywriting,Runtime\Online\ICMP\Icmp.Build.cs
IESFile,Runtime,ue5-architecture,iesfile|unreal|module,email|translation|copywriting,Runtime\IESFile\IESFile.Build.cs
ImageCore,Runtime,ue5-architecture,imagecore|core|engine|uobject,email|translation|copywriting,Runtime\ImageCore\ImageCore.Build.cs
ImageDownload,Runtime,ue5-save-load-replication,imagedownload|network|online|replication,email|translation|copywriting,Runtime\Online\ImageDownload\ImageDownload.Build.cs
ImageWrapper,Runtime,ue5-architecture,imagewrapper|unreal|module|image,email|translation|copywriting,Runtime\ImageWrapper\ImageWrapper.Build.cs
ImageWriteQueue,Runtime,ue5-architecture,imagewritequeue|unreal|module|image,email|translation|copywriting,Runtime\ImageWriteQueue\ImageWriteQueue.Build.cs
InMemoryNetworkReplayStreaming,Runtime,ue5-save-load-replication,inmemorynetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\InMemoryNetworkReplayStreaming\InMemoryNetworkReplayStreaming.build.cs
InputCore,Runtime,ue5-architecture,inputcore|core|engine|uobject,email|translation|copywriting,Runtime\InputCore\InputCore.Build.cs
InputDevice,Runtime,ue5-cpp-gameplay,inputdevice|gameplay|ability|input,email|translation|copywriting,Runtime\InputDevice\InputDevice.Build.cs
InstallBundleManager,Runtime,ue5-architecture,installbundlemanager|unreal|module|install,email|translation|copywriting,Runtime\InstallBundleManager\InstallBundleManager.Build.cs
Instrumentation,Runtime,ue5-architecture,instrumentation|unreal|module,email|translation|copywriting,Runtime\Instrumentation\Instrumentation.Build.cs
InteractiveToolsFramework,Runtime,ue5-architecture,interactivetoolsframework|unreal|module|interactive,email|translation|copywriting,Runtime\InteractiveToolsFramework\InteractiveToolsFramework.Build.cs
InterchangeCore,Runtime,ue5-architecture,interchangecore|core|engine|uobject,email|translation|copywriting,Runtime\Interchange\Core\InterchangeCore.Build.cs
InterchangeEngine,Runtime,ue5-architecture,interchangeengine|core|engine|uobject,email|translation|copywriting,Runtime\Interchange\Engine\InterchangeEngine.Build.cs
IOSAdvertising,Runtime,ue5-architecture,iosadvertising|unreal|module,email|translation|copywriting,Runtime\Advertising\IOS\IOSAdvertising\IOSAdvertising.Build.cs
IOSAudio,Runtime,ue5-architecture,iosaudio|unreal|module,email|translation|copywriting,Runtime\IOS\IOSAudio\IOSAudio.Build.cs
IOSLocalNotification,Runtime,ue5-architecture,ioslocalnotification|unreal|module|ioslocal,email|translation|copywriting,Runtime\IOS\IOSLocalNotification\IOSLocalNotification.Build.cs
IOSPlatformFeatures,Runtime,ue5-architecture,iosplatformfeatures|unreal|module|iosplatform,email|translation|copywriting,Runtime\IOS\IOSPlatformFeatures\IOSPlatformFeatures.Build.cs
IOSRuntimeSettings,Runtime,ue5-architecture,iosruntimesettings|unreal|module|iosruntime,email|translation|copywriting,Runtime\IOS\IOSRuntimeSettings\IOSRuntimeSettings.Build.cs
IoStoreHttpClient,Runtime,ue5-save-load-replication,iostorehttpclient|network|online|replication,email|translation|copywriting,Runtime\Experimental\IoStore\HttpClient\IoStoreHttpClient.Build.cs
IoStoreOnDemand,Runtime,ue5-architecture,iostoreondemand|unreal|module|store,email|translation|copywriting,Runtime\Experimental\IoStore\OnDemand\IoStoreOnDemand.Build.cs
IoStoreOnDemandCore,Runtime,ue5-architecture,iostoreondemandcore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\IoStore\OnDemandCore\IoStoreOnDemandCore.Build.cs
IoStoreOnDemandTests,Runtime,ue5-architecture,iostoreondemandtests|unreal|module|store,email|translation|copywriting,Runtime\Experimental\IoStore\Tests\IoStoreOnDemandTests.Build.cs
IPC,Runtime,ue5-architecture,ipc|unreal|module,email|translation|copywriting,Runtime\IPC\IPC.Build.cs
IrisCore,Runtime,ue5-architecture,iriscore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\Iris\Core\IrisCore.Build.cs
IrisStub,Runtime,ue5-architecture,irisstub|unreal|module|iris,email|translation|copywriting,Runtime\Experimental\Iris\Stub\IrisStub.Build.cs
ISMPool,Runtime,ue5-architecture,ismpool|unreal|module,email|translation|copywriting,Runtime\Experimental\ISMPool\ISMPool.Build.cs
Json,Runtime,ue5-architecture,json|unreal|module,email|translation|copywriting,Runtime\Json\Json.Build.cs
JsonObjectGraph,Runtime,ue5-architecture,jsonobjectgraph|unreal|module|json,email|translation|copywriting,Runtime\Experimental\JsonObjectGraph\JsonObjectGraph.Build.cs
JsonUtilities,Runtime,ue5-architecture,jsonutilities|unreal|module|json,email|translation|copywriting,Runtime\JsonUtilities\JsonUtilities.Build.cs
Landscape,Runtime,ue5-architecture,landscape|unreal|module,email|translation|copywriting,Runtime\Landscape\Landscape.Build.cs
Launch,Runtime,ue5-architecture,launch|unreal|module,email|translation|copywriting,Runtime\Launch\Launch.Build.cs
LaunchDaemonMessages,Runtime,ue5-architecture,launchdaemonmessages|unreal|module|launch,email|translation|copywriting,Runtime\IOS\LaunchDaemonMessages\LaunchDaemonMessages.Build.cs
LauncherCheck,Runtime,ue5-architecture,launchercheck|unreal|module|launcher,email|translation|copywriting,Runtime\Portal\LauncherCheck\LauncherCheck.Build.cs
LauncherPlatform,Runtime,ue5-architecture,launcherplatform|unreal|module|launcher,email|translation|copywriting,Runtime\Portal\LauncherPlatform\LauncherPlatform.Build.cs
LevelSequence,Runtime,ue5-architecture,levelsequence|unreal|module|level,email|translation|copywriting,Runtime\LevelSequence\LevelSequence.Build.cs
LiveLinkAnimationCore,Runtime,ue5-architecture,livelinkanimationcore|core|engine|uobject,email|translation|copywriting,Runtime\LiveLinkAnimationCore\LiveLinkAnimationCore.Build.cs
LiveLinkInterface,Runtime,ue5-architecture,livelinkinterface|unreal|module|live,email|translation|copywriting,Runtime\LiveLinkInterface\LiveLinkInterface.Build.cs
LiveLinkMessageBusFramework,Runtime,ue5-architecture,livelinkmessagebusframework|unreal|module|live,email|translation|copywriting,Runtime\LiveLinkMessageBusFramework\LiveLinkMessageBusFramework.Build.cs
LocalFileNetworkReplayStreaming,Runtime,ue5-save-load-replication,localfilenetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\LocalFileNetworkReplayStreaming\LocalFileNetworkReplayStreaming.Build.cs
MarketplaceKit,Runtime,ue5-architecture,marketplacekit|unreal|module|marketplace,email|translation|copywriting,Runtime\IOS\MarketplaceKit\MarketplaceKit.Build.cs
MassEntity,Runtime,ue5-cpp-gameplay,massentity|ai|nav|mass,email|translation|copywriting,Runtime\MassEntity\MassEntity.Build.cs
MaterialShaderQualitySettings,Runtime,ue5-performance-packaging,materialshaderqualitysettings|render|shader|rhi,email|translation|copywriting,Runtime\MaterialShaderQualitySettings\MaterialShaderQualitySettings.Build.cs
MathCore,Runtime,ue5-architecture,mathcore|core|engine|uobject,email|translation|copywriting,Runtime\MathCore\MathCore.Build.cs
Media,Runtime,ue5-cpp-gameplay,media|movie|video,email|translation|copywriting,Runtime\Media\Media.Build.cs
MediaAssets,Runtime,ue5-cpp-gameplay,mediaassets|media|movie|video,email|translation|copywriting,Runtime\MediaAssets\MediaAssets.Build.cs
MediaUtils,Runtime,ue5-cpp-gameplay,mediautils|media|movie|video,email|translation|copywriting,Runtime\MediaUtils\MediaUtils.Build.cs
MeshConversion,Runtime,ue5-architecture,meshconversion|unreal|module|mesh,email|translation|copywriting,Runtime\MeshConversion\MeshConversion.Build.cs
MeshConversionEngineTypes,Runtime,ue5-architecture,meshconversionenginetypes|core|engine|uobject,email|translation|copywriting,Runtime\MeshConversionEngineTypes\MeshConversionEngineTypes.Build.cs
MeshDescription,Runtime,ue5-architecture,meshdescription|unreal|module|mesh,email|translation|copywriting,Runtime\MeshDescription\MeshDescription.Build.cs
MeshUtilitiesCommon,Runtime,ue5-architecture,meshutilitiescommon|unreal|module|mesh,email|translation|copywriting,Runtime\MeshUtilitiesCommon\MeshUtilitiesCommon.Build.cs
Messaging,Runtime,ue5-architecture,messaging|unreal|module,email|translation|copywriting,Runtime\Messaging\Messaging.Build.cs
MessagingCommon,Runtime,ue5-architecture,messagingcommon|unreal|module|messaging,email|translation|copywriting,Runtime\MessagingCommon\MessagingCommon.Build.cs
MessagingRpc,Runtime,ue5-architecture,messagingrpc|unreal|module|messaging,email|translation|copywriting,Runtime\MessagingRpc\MessagingRpc.Build.cs
MetalRHI,Runtime,ue5-performance-packaging,metalrhi|render|shader|rhi,email|translation|copywriting,Runtime\Apple\MetalRHI\MetalRHI.Build.cs
MoviePlayer,Runtime,ue5-cpp-gameplay,movieplayer|media|movie|video,email|translation|copywriting,Runtime\MoviePlayer\MoviePlayer.Build.cs
MoviePlayerProxy,Runtime,ue5-cpp-gameplay,movieplayerproxy|media|movie|video,email|translation|copywriting,Runtime\MoviePlayerProxy\MoviePlayerProxy.Build.cs
MovieScene,Runtime,ue5-cpp-gameplay,moviescene|media|movie|video,email|translation|copywriting,Runtime\MovieScene\MovieScene.Build.cs
MovieSceneCapture,Runtime,ue5-cpp-gameplay,moviescenecapture|media|movie|video,email|translation|copywriting,Runtime\MovieSceneCapture\MovieSceneCapture.Build.cs
MovieSceneTracks,Runtime,ue5-cpp-gameplay,moviescenetracks|media|movie|video,email|translation|copywriting,Runtime\MovieSceneTracks\MovieSceneTracks.Build.cs
MRMesh,Runtime,ue5-architecture,mrmesh|unreal|module,email|translation|copywriting,Runtime\MRMesh\MRMesh.build.cs
NavigationSystem,Runtime,ue5-cpp-gameplay,navigationsystem|ai|nav|mass,email|translation|copywriting,Runtime\NavigationSystem\NavigationSystem.Build.cs
Navmesh,Runtime,ue5-architecture,navmesh|unreal|module,email|translation|copywriting,Runtime\Navmesh\Navmesh.Build.cs
NetCommon,Runtime,ue5-save-load-replication,netcommon|network|online|replication,email|translation|copywriting,Runtime\Net\Common\NetCommon.Build.cs
NetCore,Runtime,ue5-architecture,netcore|core|engine|uobject,email|translation|copywriting,Runtime\Net\Core\NetCore.Build.cs
NetworkFile,Runtime,ue5-save-load-replication,networkfile|network|online|replication,email|translation|copywriting,Runtime\NetworkFile\NetworkFile.Build.cs
NetworkFileSystem,Runtime,ue5-save-load-replication,networkfilesystem|network|online|replication,email|translation|copywriting,Runtime\NetworkFileSystem\NetworkFileSystem.Build.cs
Networking,Runtime,ue5-architecture,networking|unreal|module,email|translation|copywriting,Runtime\Networking\Networking.Build.cs
NetworkReplayStreaming,Runtime,ue5-save-load-replication,networkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\NetworkReplayStreaming\NetworkReplayStreaming.Build.cs
NNE,Runtime,ue5-architecture,nne|unreal|module,email|translation|copywriting,Runtime\NNE\NNE.Build.cs
NonRealtimeAudioRenderer,Runtime,ue5-performance-packaging,nonrealtimeaudiorenderer|render|shader|rhi,email|translation|copywriting,Runtime\NonRealtimeAudioRenderer\NonRealtimeAudioRenderer.Build.cs
NullDrv,Runtime,ue5-architecture,nulldrv|unreal|module|null,email|translation|copywriting,Runtime\NullDrv\NullDrv.Build.cs
NullInstallBundleManager,Runtime,ue5-architecture,nullinstallbundlemanager|unreal|module|null,email|translation|copywriting,Runtime\NullInstallBundleManager\NullInstallBundleManager.build.cs
NullNetworkReplayStreaming,Runtime,ue5-save-load-replication,nullnetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\NullNetworkReplayStreaming\NullNetworkReplayStreaming.build.cs
OodleDataCompression,Runtime,ue5-architecture,oodledatacompression|unreal|module|oodle,email|translation|copywriting,Runtime\OodleDataCompression\OodleDataCompression.Build.cs
OpenColorIOWrapper,Runtime,ue5-architecture,opencoloriowrapper|unreal|module|open,email|translation|copywriting,Runtime\OpenColorIOWrapper\OpenColorIOWrapper.Build.cs
OpenGLDrv,Runtime,ue5-architecture,opengldrv|unreal|module|open,email|translation|copywriting,Runtime\OpenGLDrv\OpenGLDrv.Build.cs
OpusAudioDecoder,Runtime,ue5-cpp-gameplay,opusaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\OpusAudioDecoder\Module\OpusAudioDecoder.Build.cs
Overlay,Runtime,ue5-architecture,overlay|unreal|module,email|translation|copywriting,Runtime\Overlay\Overlay.Build.cs
PacketHandler,Runtime,ue5-architecture,packethandler|unreal|module|packet,email|translation|copywriting,Runtime\PacketHandlers\PacketHandler\PacketHandler.Build.cs
PakFile,Runtime,ue5-architecture,pakfile|unreal|module|pak,email|translation|copywriting,Runtime\PakFile\PakFile.Build.cs
PerfCounters,Runtime,ue5-architecture,perfcounters|unreal|module|perf,email|translation|copywriting,Runtime\PerfCounters\PerfCounters.Build.cs
PhysicsCore,Runtime,ue5-architecture,physicscore|core|engine|uobject,email|translation|copywriting,Runtime\PhysicsCore\PhysicsCore.Build.cs
PortalMessages,Runtime,ue5-architecture,portalmessages|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Messages\PortalMessages.Build.cs
PortalProxies,Runtime,ue5-architecture,portalproxies|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Proxies\PortalProxies.Build.cs
PortalRpc,Runtime,ue5-architecture,portalrpc|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Rpc\PortalRpc.Build.cs
PortalServices,Runtime,ue5-architecture,portalservices|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Services\PortalServices.Build.cs
PosixShim,Runtime,ue5-architecture,posixshim|unreal|module|posix,email|translation|copywriting,Runtime\PlatformThirdPartyHelpers\PosixShim\PosixShim.Build.cs
PreLoadScreen,Runtime,ue5-architecture,preloadscreen|unreal|module|pre,email|translation|copywriting,Runtime\PreLoadScreen\PreLoadScreen.Build.cs
Projects,Runtime,ue5-architecture,projects|core|engine|uobject,email|translation|copywriting,Runtime\Projects\Projects.Build.cs
PropertyPath,Runtime,ue5-architecture,propertypath|unreal|module|property,email|translation|copywriting,Runtime\PropertyPath\PropertyPath.Build.cs
RadAudioDecoder,Runtime,ue5-cpp-gameplay,radaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\RadAudioCodec\Module\RadAudioDecoder.Build.cs
RawMesh,Runtime,ue5-architecture,rawmesh|unreal|module|raw,email|translation|copywriting,Runtime\RawMesh\RawMesh.Build.cs
ReliabilityHandlerComponent,Runtime,ue5-architecture,reliabilityhandlercomponent|unreal|module|reliability,email|translation|copywriting,Runtime\PacketHandlers\ReliabilityHandlerComponent\ReliabilityHandlerComponent.Build.cs
RenderCore,Runtime,ue5-performance-packaging,rendercore|render|shader|rhi,email|translation|copywriting,Runtime\RenderCore\RenderCore.Build.cs
Renderer,Runtime,ue5-performance-packaging,renderer|render|shader|rhi,email|translation|copywriting,Runtime\Renderer\Renderer.Build.cs
RewindDebuggerRuntimeInterface,Runtime,ue5-architecture,rewinddebuggerruntimeinterface|unreal|module|rewind,email|translation|copywriting,Runtime\RewindDebuggerRuntimeInterface\RewindDebuggerRuntimeInterface.Build.cs
RHI,Runtime,ue5-performance-packaging,rhi|render|shader,email|translation|copywriting,Runtime\RHI\RHI.Build.cs
RHICore,Runtime,ue5-architecture,rhicore|unreal|module,email|translation|copywriting,Runtime\RHICore\RHICore.Build.cs
RSA,Runtime,ue5-architecture,rsa|unreal|module,email|translation|copywriting,Runtime\RSA\RSA.Build.cs
RuntimeAssetCache,Runtime,ue5-performance-packaging,runtimeassetcache|asset|cook|package,email|translation|copywriting,Runtime\RuntimeAssetCache\RuntimeAssetCache.Build.cs
SandboxFile,Runtime,ue5-architecture,sandboxfile|unreal|module|sandbox,email|translation|copywriting,Runtime\SandboxFile\SandboxFile.Build.cs
SaveGameNetworkReplayStreaming,Runtime,ue5-save-load-replication,savegamenetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\SaveGameNetworkReplayStreaming\SaveGameNetworkReplayStreaming.Build.cs
Serialization,Runtime,ue5-performance-packaging,serialization|asset|cook|package,email|translation|copywriting,Runtime\Serialization\Serialization.Build.cs
SessionMessages,Runtime,ue5-architecture,sessionmessages|unreal|module|session,email|translation|copywriting,Runtime\SessionMessages\SessionMessages.Build.cs
SessionServices,Runtime,ue5-architecture,sessionservices|unreal|module|session,email|translation|copywriting,Runtime\SessionServices\SessionServices.Build.cs
SignalProcessing,Runtime,ue5-architecture,signalprocessing|unreal|module|signal,email|translation|copywriting,Runtime\SignalProcessing\SignalProcessing.Build.cs
SkeletalMeshDescription,Runtime,ue5-cpp-gameplay,skeletalmeshdescription|animation|skeletal|rig,email|translation|copywriting,Runtime\SkeletalMeshDescription\SkeletalMeshDescription.Build.cs
Slate,Runtime,ue5-ui-umg-slate,slate|ui|umg,email|translation|copywriting,Runtime\Slate\Slate.Build.cs
SlateCore,Runtime,ue5-architecture,slatecore|core|engine|uobject,email|translation|copywriting,Runtime\SlateCore\SlateCore.Build.cs
SlateNullRenderer,Runtime,ue5-performance-packaging,slatenullrenderer|render|shader|rhi,email|translation|copywriting,Runtime\SlateNullRenderer\SlateNullRenderer.Build.cs
SlateRHIRenderer,Runtime,ue5-ui-umg-slate,slaterhirenderer|ui|umg|slate,email|translation|copywriting,Runtime\SlateRHIRenderer\SlateRHIRenderer.Build.cs
Sockets,Runtime,ue5-architecture,sockets|unreal|module,email|translation|copywriting,Runtime\Sockets\Sockets.Build.cs
SoundFieldRendering,Runtime,ue5-cpp-gameplay,soundfieldrendering|audio|sound|metasound,email|translation|copywriting,Runtime\SoundFieldRendering\SoundFieldRendering.Build.cs
