ModuleName,Layer,DomainGuessV2,RelativeBuildCsPath,TriggerKeywords,TargetSkill,SecondarySkill,RouteConfidence,RouteReason
WorldBookmark,Editor,General,Editor\WorldBookmark\WorldBookmark.Build.cs,unreal|module|world|bookmark,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
WorldBrowser,Editor,General,Editor\WorldBrowser\WorldBrowser.Build.cs,unreal|module|world|browser,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
WorldPartitionEditor,Editor,General,Editor\WorldPartitionEditor\WorldPartitionEditor.Build.cs,unreal|module|world|partition,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ZenEditor,Editor,General,Editor\ZenEditor\ZenEditor.Build.cs,unreal|module|zen,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DotNetPerforceLib,Programs,AssetsBuildPipeline,Programs\Shared\EpicGames.Perforce.Native\DotNetPerforceLib.Build.cs,asset|cook|package|perforce|dot|net|lib|shared,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
LiveLinkHubLauncher,Programs,AssetsBuildPipeline,Programs\LiveLinkHub\Source\LiveLinkHubLauncher\LiveLinkHubLauncher.Build.cs,asset|cook|package|live|link|hub|launcher,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
AdpcmAudioDecoder,Runtime,Audio,Runtime\AdpcmAudioDecoder\Module\AdpcmAudioDecoder.Build.cs,audio|sound|metasound|adpcm|decoder,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AdvancedWidgets,Runtime,General,Runtime\AdvancedWidgets\AdvancedWidgets.Build.cs,unreal|module|advanced|widgets,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Advertising,Runtime,General,Runtime\Advertising\Advertising\Advertising.Build.cs,unreal|module|advertising,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AIModule,Runtime,AI_Mass,Runtime\AIModule\AIModule.Build.cs,ai|nav|mass|aimodule,ue5-cpp-gameplay,ue5-architecture,high,module_override
Analytics,Runtime,General,Runtime\Analytics\Analytics\Analytics.Build.cs,unreal|module|analytics,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnalyticsCSV,Runtime,General,Runtime\Analytics\AnalyticsCSV\AnalyticsCSV.Build.cs,unreal|module|analytics|csv,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnalyticsET,Runtime,General,Runtime\Analytics\AnalyticsET\AnalyticsET.Build.cs,unreal|module|analytics,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnalyticsHorde,Runtime,General,Runtime\Analytics\AnalyticsHorde\AnalyticsHorde.Build.cs,unreal|module|analytics|horde,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnalyticsLog,Runtime,General,Runtime\Analytics\AnalyticsLog\AnalyticsLog.Build.cs,unreal|module|analytics|log,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnalyticsSwrve,Runtime,General,Runtime\Analytics\AnalyticsSwrve\AnalyticsSwrve.Build.cs,unreal|module|analytics|swrve,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnalyticsVisualEditing,Runtime,General,Runtime\Analytics\AnalyticsVisualEditing\AnalyticsVisualEditing.Build.cs,unreal|module|analytics|visual|editing,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AndroidAdvertising,Runtime,General,Runtime\Advertising\Android\AndroidAdvertising\AndroidAdvertising.Build.cs,unreal|module|android|advertising,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AndroidLocalNotification,Runtime,General,Runtime\Android\AndroidLocalNotification\AndroidLocalNotification.Build.cs,unreal|module|android|local|notification,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AndroidRuntimeSettings,Runtime,General,Runtime\Android\AndroidRuntimeSettings\AndroidRuntimeSettings.Build.cs,unreal|module|android|settings,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AnimationCore,Runtime,Animation,Runtime\AnimationCore\AnimationCore.Build.cs,animation|skeletal|rig|core,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AnimGraphRuntime,Runtime,Animation,Runtime\AnimGraphRuntime\AnimGraphRuntime.Build.cs,animation|skeletal|rig|anim|graph,ue5-cpp-gameplay,ue5-architecture,high,module_override
AppFramework,Runtime,General,Runtime\AppFramework\AppFramework.Build.cs,unreal|module|app|framework,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ApplicationCore,Runtime,CoreEngine,Runtime\ApplicationCore\ApplicationCore.Build.cs,core|engine|uobject|application,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AssetRegistry,Runtime,AssetsBuildPipeline,Runtime\AssetRegistry\AssetRegistry.Build.cs,asset|cook|package|registry,ue5-performance-packaging,ue5-architecture,high,module_override
AudioAnalyzer,Runtime,Audio,Runtime\AudioAnalyzer\AudioAnalyzer.Build.cs,audio|sound|metasound|analyzer,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioCaptureAndroid,Runtime,Audio,Runtime\AudioCaptureImplementations\Android\AudioCaptureAndroid\AudioCaptureAndroid.Build.cs,audio|sound|metasound|capture|android|implementations,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioCaptureAudioUnit,Runtime,Audio,Runtime\AudioCaptureImplementations\IOS\AudioCaptureAudioUnit\AudioCaptureAudioUnit.Build.cs,audio|sound|metasound|capture|unit|implementations|ios,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioCaptureCore,Runtime,CoreEngine,Runtime\AudioCaptureCore\AudioCaptureCore.Build.cs,core|engine|uobject|audio|capture,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AudioCaptureRtAudio,Runtime,Audio,Runtime\AudioCaptureImplementations\AudioCaptureRtAudio\AudioCaptureRtAudio.Build.cs,audio|sound|metasound|capture|implementations,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioCaptureWasapi,Runtime,Audio,Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\AudioCaptureWasapi.Build.cs,audio|sound|metasound|capture|wasapi|implementations|windows|caputure,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioChannelAgnosticCore,Runtime,CoreEngine,Runtime\AudioChannelAgnosticCore\AudioChannelAgnosticCore.Build.cs,core|engine|uobject|audio|channel|agnostic,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AudioExtensions,Runtime,Audio,Runtime\AudioExtensions\AudioExtensions.Build.cs,audio|sound|metasound|extensions,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioLinkCore,Runtime,CoreEngine,Runtime\AudioLink\AudioLinkCore\AudioLinkCore.Build.cs,core|engine|uobject|audio|link,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AudioLinkEngine,Runtime,CoreEngine,Runtime\AudioLink\AudioLinkEngine\AudioLinkEngine.Build.cs,core|engine|uobject|audio|link,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AudioMixer,Runtime,Audio,Runtime\AudioMixer\AudioMixer.Build.cs,audio|sound|metasound|mixer,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioMixerAndroid,Runtime,Audio,Runtime\Android\AudioMixerAndroid\AudioMixerAndroid.Build.cs,audio|sound|metasound|android|mixer,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioMixerAudioUnit,Runtime,Audio,Runtime\Apple\AudioMixerAudioUnit\AudioMixerAudioUnit.Build.cs,audio|sound|metasound|mixer|unit|apple,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioMixerCore,Runtime,CoreEngine,Runtime\AudioMixerCore\AudioMixerCore.Build.cs,core|engine|uobject|audio|mixer,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AudioMixerCoreAudio,Runtime,CoreEngine,Runtime\Apple\AudioMixerCoreAudio\AudioMixerCoreAudio.Build.cs,core|engine|uobject|audio|mixer|apple,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AudioMixerPlatformAudioLink,Runtime,Audio,Runtime\AudioLink\AudioMixerPlatformAudioLink\AudioMixerPlatformAudioLink.Build.cs,audio|sound|metasound|link|mixer|platform,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioMixerSDL,Runtime,Audio,Runtime\Linux\AudioMixerSDL\AudioMixerSDL.Build.cs,audio|sound|metasound|mixer|sdl|linux,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioMixerWasapi,Runtime,Audio,Runtime\Windows\AudioMixerWasapi\AudioMixerWasapi.Build.cs,audio|sound|metasound|mixer|wasapi|windows,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioMixerXAudio2,Runtime,Audio,Runtime\Windows\AudioMixerXAudio2\AudioMixerXAudio2.Build.cs,audio|sound|metasound|mixer|xaudio2|windows,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioPlatformConfiguration,Runtime,Audio,Runtime\AudioPlatformConfiguration\AudioPlatformConfiguration.Build.cs,audio|sound|metasound|platform|configuration,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AudioPlatformSupportWasapi,Runtime,Audio,Runtime\AudioPlatformSupport\Windows\WASAPI\AudioPlatformSupportWasapi.Build.cs,audio|sound|metasound|platform|support|wasapi|windows,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
AugmentedReality,Runtime,General,Runtime\AugmentedReality\AugmentedReality.build.cs,unreal|module|augmented|reality,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AutomationMessages,Runtime,General,Runtime\AutomationMessages\AutomationMessages.Build.cs,unreal|module|automation|messages,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AutomationTest,Runtime,General,Runtime\AutomationTest\AutomationTest.Build.cs,unreal|module|automation|test,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AutomationWorker,Runtime,General,Runtime\AutomationWorker\AutomationWorker.Build.cs,unreal|module|automation|worker,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AutoRTFM,Runtime,General,Runtime\AutoRTFM\AutoRTFM.Build.cs,unreal|module|auto|rtfm,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AVEncoder,Runtime,General,Runtime\AVEncoder\AVEncoder.Build.cs,unreal|module|avencoder,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
AVIWriter,Runtime,General,Runtime\AVIWriter\AVIWriter.Build.cs,unreal|module|aviwriter,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
BackgroundHTTP,Runtime,NetworkingOnline,Runtime\Online\BackgroundHTTP\BackgroundHTTP.Build.cs,network|online|replication|background|http,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
BackgroundHTTPFileHash,Runtime,NetworkingOnline,Runtime\Online\BackgroundHTTPFileHash\BackgroundHTTPFileHash.Build.cs,network|online|replication|background|httpfile|hash,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
BackgroundHttpIOS,Runtime,NetworkingOnline,Runtime\Apple\BackgroundHttpIOS\BackgroundHttpIOS.build.cs,network|online|replication|background|http|ios|apple,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
BandwidthDebugDelegates,Runtime,NetworkingOnline,Runtime\Online\Experimental\BandwidthDebugDelegates\BandwidthDebugDelegates.Build.cs,network|online|replication|bandwidth|debug|delegates|experimental,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
BandwidthMeasurementTool,Runtime,NetworkingOnline,Runtime\Online\Experimental\BandwidthMeasurementTool\BandwidthMeasurementTool.Build.cs,network|online|replication|bandwidth|measurement|tool|experimental,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
BinkAudioDecoder,Runtime,Audio,Runtime\BinkAudioDecoder\Module\BinkAudioDecoder.Build.cs,audio|sound|metasound|bink|decoder,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
BlueprintRuntime,Runtime,General,Runtime\BlueprintRuntime\BlueprintRuntime.Build.cs,unreal|module|blueprint,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
BuildPatchServices,Runtime,NetworkingOnline,Runtime\Online\BuildPatchServices\BuildPatchServices.Build.cs,network|online|replication|patch|services,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
BuildSettings,Runtime,General,Runtime\BuildSettings\BuildSettings.Build.cs,unreal|module|settings,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CADKernel,Runtime,General,Runtime\Datasmith\CADKernel\Base\CADKernel.Build.cs,unreal|module|cadkernel|datasmith|base,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CADKernelEditor,Runtime,General,Runtime\Datasmith\CADKernel\Editor\CADKernelEditor.Build.cs,unreal|module|cadkernel|datasmith,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CADKernelEngine,Runtime,CoreEngine,Runtime\Datasmith\CADKernel\Engine\CADKernelEngine.Build.cs,core|engine|uobject|cadkernel|datasmith,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Cbor,Runtime,General,Runtime\Cbor\Cbor.Build.cs,unreal|module|cbor,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CEF3Utils,Runtime,General,Runtime\CEF3Utils\CEF3Utils.Build.cs,unreal|module|cef3|utils,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Chaos,Runtime,Physics,Runtime\Experimental\Chaos\Chaos.Build.cs,physics|chaos|collision|experimental,ue5-world-interaction,ue5-cpp-gameplay,high,module_override
ChaosCore,Runtime,CoreEngine,Runtime\Experimental\ChaosCore\ChaosCore.Build.cs,core|engine|uobject|chaos|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ChaosSolverEngine,Runtime,CoreEngine,Runtime\Experimental\ChaosSolverEngine\ChaosSolverEngine.Build.cs,core|engine|uobject|chaos|solver|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ChaosSpatialPartitions,Runtime,Physics,Runtime\Experimental\ChaosSpatialPartitions\ChaosSpatialPartitions.Build.cs,physics|chaos|collision|spatial|partitions|experimental,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping
ChaosVDData,Runtime,Physics,Runtime\Experimental\ChaosVDData\ChaosVDData.build.cs,physics|chaos|collision|vddata|experimental,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping
ChaosVDRuntime,Runtime,Physics,Runtime\Experimental\ChaosVisualDebugger\ChaosVDRuntime.Build.cs,physics|chaos|collision|vdruntime|experimental|visual|debugger,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping
ChaosVehiclesCore,Runtime,CoreEngine,Runtime\Experimental\ChaosVehicles\ChaosVehiclesCore\ChaosVehiclesCore.Build.cs,core|engine|uobject|chaos|vehicles|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ChaosVehiclesEngine,Runtime,CoreEngine,Runtime\Experimental\ChaosVehicles\ChaosVehiclesEngine\ChaosVehiclesEngine.Build.cs,core|engine|uobject|chaos|vehicles|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CinematicCamera,Runtime,General,Runtime\CinematicCamera\CinematicCamera.Build.cs,unreal|module|cinematic|camera,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ClientBandwidthDebugVisualizer,Runtime,NetworkingOnline,Runtime\Online\Experimental\ClientBandwidthDebugVisualizer\ClientBandwidthDebugVisualizer.Build.cs,network|online|replication|client|bandwidth|debug|visualizer|experimental,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
ClientPilot,Runtime,General,Runtime\ClientPilot\ClientPilot.Build.cs,unreal|module|client|pilot,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ClothingSystemRuntimeCommon,Runtime,General,Runtime\ClothingSystemRuntimeCommon\ClothingSystemRuntimeCommon.Build.cs,unreal|module|clothing|system|common,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ClothingSystemRuntimeInterface,Runtime,General,Runtime\ClothingSystemRuntimeInterface\ClothingSystemRuntimeInterface.Build.cs,unreal|module|clothing|system|interface,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ClothingSystemRuntimeNv,Runtime,General,Runtime\ClothingSystemRuntimeNv\ClothingSystemRuntimeNv.Build.cs,unreal|module|clothing|system,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Constraints,Runtime,Animation,Runtime\Experimental\Animation\Constraints\Constraints.Build.cs,animation|skeletal|rig|constraints|experimental,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
CookOnTheFly,Runtime,AssetsBuildPipeline,Runtime\CookOnTheFly\CookOnTheFly.Build.cs,asset|cook|package|the|fly,ue5-performance-packaging,ue5-architecture,high,module_override
Core,Runtime,CoreEngine,Runtime\Core\Core.Build.cs,core|engine|uobject,ue5-architecture,ue5-cpp-gameplay,high,module_override
CoreOnline,Runtime,CoreEngine,Runtime\CoreOnline\CoreOnline.Build.cs,core|engine|uobject|online,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CorePreciseFP,Runtime,CoreEngine,Runtime\CorePreciseFP\CorePreciseFP.build.cs,core|engine|uobject|precise,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CoreUObject,Runtime,CoreEngine,Runtime\CoreUObject\CoreUObject.Build.cs,core|engine|uobject,ue5-architecture,ue5-cpp-gameplay,high,module_override
CrashReportCore,Runtime,CoreEngine,Runtime\CrashReportCore\CrashReportCore.Build.cs,core|engine|uobject|crash|report,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
CUDA,Runtime,General,Runtime\CUDA\Source\CUDA.Build.cs,unreal|module|cuda,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
D3D11RHI,Runtime,Rendering,Runtime\Windows\D3D11RHI\D3D11RHI.Build.cs,render|shader|rhi|d11|windows,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
D3D12RHI,Runtime,Rendering,Runtime\D3D12RHI\D3D12RHI.Build.cs,render|shader|rhi|d12,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DataflowCore,Runtime,CoreEngine,Runtime\Dataflow\Core\DataflowCore.Build.cs,core|engine|uobject|dataflow,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DataflowEngine,Runtime,CoreEngine,Runtime\Dataflow\Engine\DataflowEngine.Build.cs,core|engine|uobject|dataflow,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DataflowSimulation,Runtime,General,Runtime\Dataflow\Simulation\DataflowSimulation.Build.cs,unreal|module|dataflow|simulation,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DatasmithCore,Runtime,CoreEngine,Runtime\Datasmith\DatasmithCore\DatasmithCore.Build.cs,core|engine|uobject|datasmith,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DeveloperSettings,Runtime,General,Runtime\DeveloperSettings\DeveloperSettings.Build.cs,unreal|module|settings,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DirectLink,Runtime,General,Runtime\Datasmith\DirectLink\DirectLink.Build.cs,unreal|module|direct|link|datasmith,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
DownlinkBandwidthManager,Runtime,NetworkingOnline,Runtime\Online\Experimental\DownlinkBandwidthManager\DownlinkBandwidthManager.Build.cs,network|online|replication|downlink|bandwidth|manager|experimental,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
DumpPackageToJson,Runtime,AssetsBuildPipeline,Runtime\Experimental\DumpPackageToJson\DumpPackageToJson.Build.cs,asset|cook|package|dump|json|experimental,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Engine,Runtime,CoreEngine,Runtime\Engine\Engine.Build.cs,core|engine|uobject,ue5-architecture,ue5-cpp-gameplay,high,module_override
EngineMessages,Runtime,CoreEngine,Runtime\EngineMessages\EngineMessages.Build.cs,core|engine|uobject|messages,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
EngineSettings,Runtime,CoreEngine,Runtime\EngineSettings\EngineSettings.Build.cs,core|engine|uobject|settings,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
EventLoop,Runtime,NetworkingOnline,Runtime\Online\EventLoop\EventLoop.Build.cs,network|online|replication|event|loop,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
EventLoopUnitTests,Runtime,NetworkingOnline,Runtime\Online\EventLoopTests\EventLoopUnitTests.Build.cs,network|online|replication|event|loop|tests|unit,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
ExternalRpcRegistry,Runtime,AssetsBuildPipeline,Runtime\ExternalRPCRegistry\ExternalRpcRegistry.Build.cs,asset|cook|package|external|rpc|registry|rpcregistry,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
EyeTracker,Runtime,General,Runtime\EyeTracker\EyeTracker.Build.cs,unreal|module|eye|tracker,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
FieldNotification,Runtime,General,Runtime\FieldNotification\FieldNotification.Build.cs,unreal|module|field|notification,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
FieldSystemEngine,Runtime,CoreEngine,Runtime\Experimental\FieldSystem\Source\FieldSystemEngine\FieldSystemEngine.Build.cs,core|engine|uobject|field|system|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Foliage,Runtime,General,Runtime\Foliage\Foliage.Build.cs,unreal|module|foliage,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
FriendsAndChat,Runtime,General,Runtime\FriendsAndChat\FriendsAndChat.Build.cs,unreal|module|friends|and|chat,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GameMenuBuilder,Runtime,General,Runtime\GameMenuBuilder\GameMenuBuilder.Build.cs,unreal|module|game|menu|builder,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GameplayDebugger,Runtime,GameplayFramework,Runtime\GameplayDebugger\GameplayDebugger.Build.cs,gameplay|ability|input|debugger,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
GameplayMediaEncoder,Runtime,GameplayFramework,Runtime\GameplayMediaEncoder\GameplayMediaEncoder.Build.cs,gameplay|ability|input|media|encoder,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
GameplayTags,Runtime,GameplayFramework,Runtime\GameplayTags\GameplayTags.Build.cs,gameplay|ability|input|tags,ue5-cpp-gameplay,ue5-architecture,high,module_override
GameplayTasks,Runtime,GameplayFramework,Runtime\GameplayTasks\GameplayTasks.Build.cs,gameplay|ability|input|tasks,ue5-cpp-gameplay,ue5-architecture,high,module_override
GDKPackageManifest,Runtime,General,Runtime\Microsoft\GDKPackageManifest\GDKPackageManifest.Build.cs,unreal|module|gdkpackage|manifest|microsoft,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GDKRuntime,Runtime,General,Runtime\Microsoft\GDKRuntime\GDKRuntime.Build.cs,unreal|module|gdkruntime|microsoft,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GDKSaveGameSystem,Runtime,General,Runtime\Microsoft\GDKSaveGameSystem\GDKSaveGameSystem.Build.cs,unreal|module|gdksave|game|system|microsoft,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GeometryCollectionEngine,Runtime,CoreEngine,Runtime\Experimental\GeometryCollectionEngine\GeometryCollectionEngine.Build.cs,core|engine|uobject|geometry|collection|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GeometryCore,Runtime,CoreEngine,Runtime\GeometryCore\GeometryCore.Build.cs,core|engine|uobject|geometry,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
GeometryFramework,Runtime,General,Runtime\GeometryFramework\GeometryFramework.Build.cs,unreal|module|geometry|framework,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
HardwareSurvey,Runtime,General,Runtime\HardwareSurvey\HardwareSurvey.Build.cs,unreal|module|hardware|survey,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
HeadMountedDisplay,Runtime,General,Runtime\HeadMountedDisplay\HeadMountedDisplay.Build.cs,unreal|module|head|mounted|display,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
HTTP,Runtime,NetworkingOnline,Runtime\Online\HTTP\HTTP.Build.cs,network|online|replication|http,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override
HttpNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\HttpNetworkReplayStreaming\HttpNetworkReplayStreaming.Build.cs,network|online|replication|replay|streaming|http,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
HttpServer,Runtime,NetworkingOnline,Runtime\Online\HTTPServer\HttpServer.Build.cs,network|online|replication|http|server|httpserver,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
Icmp,Runtime,NetworkingOnline,Runtime\Online\ICMP\Icmp.Build.cs,network|online|replication|icmp,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
IESFile,Runtime,General,Runtime\IESFile\IESFile.Build.cs,unreal|module|iesfile,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ImageCore,Runtime,CoreEngine,Runtime\ImageCore\ImageCore.Build.cs,core|engine|uobject|image,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ImageDownload,Runtime,NetworkingOnline,Runtime\Online\ImageDownload\ImageDownload.Build.cs,network|online|replication|image|download,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
ImageWrapper,Runtime,General,Runtime\ImageWrapper\ImageWrapper.Build.cs,unreal|module|image|wrapper,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ImageWriteQueue,Runtime,General,Runtime\ImageWriteQueue\ImageWriteQueue.Build.cs,unreal|module|image|write|queue,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IndexedCacheStorage,Runtime,General,Runtime\Experimental\IndexedCacheStorage\IndexedCacheStorage.Build.cs,unreal|module|indexed|cache|storage|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
InMemoryNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\InMemoryNetworkReplayStreaming\InMemoryNetworkReplayStreaming.build.cs,network|online|replication|replay|streaming|memory,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
InputCore,Runtime,GameplayFramework,Runtime\InputCore\InputCore.Build.cs,gameplay|ability|input|core,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
InputDevice,Runtime,GameplayFramework,Runtime\InputDevice\InputDevice.Build.cs,gameplay|ability|input|device,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
InstallBundleManager,Runtime,General,Runtime\InstallBundleManager\InstallBundleManager.Build.cs,unreal|module|install|bundle|manager,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Instrumentation,Runtime,General,Runtime\Instrumentation\Instrumentation.Build.cs,unreal|module|instrumentation,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
InteractiveToolsFramework,Runtime,General,Runtime\InteractiveToolsFramework\InteractiveToolsFramework.Build.cs,unreal|module|interactive|tools|framework,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
InterchangeCore,Runtime,CoreEngine,Runtime\Interchange\Core\InterchangeCore.Build.cs,core|engine|uobject|interchange,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
InterchangeEngine,Runtime,CoreEngine,Runtime\Interchange\Engine\InterchangeEngine.Build.cs,core|engine|uobject|interchange,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IOSAdvertising,Runtime,General,Runtime\Advertising\IOS\IOSAdvertising\IOSAdvertising.Build.cs,unreal|module|iosadvertising|advertising|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
