ModuleName,Layer,DomainGuess,RelativeBuildCsPath,TriggerKeywords
InterchangeCore,Runtime,UI,Runtime\Interchange\Core\InterchangeCore.Build.cs,interchangecore|core|interchange|slate|umg|widget
InterchangeEngine,Runtime,UI,Runtime\Interchange\Engine\InterchangeEngine.Build.cs,interchangeengine|interchange|slate|umg|widget
IOSAdvertising,Runtime,UI,Runtime\Advertising\IOS\IOSAdvertising\IOSAdvertising.Build.cs,iosadvertising|advertising|ios|slate|umg|widget
IOSAudio,Runtime,Audio,Runtime\IOS\IOSAudio\IOSAudio.Build.cs,iosaudio|audio|ios|metasound|sound
IOSLocalNotification,Runtime,UI,Runtime\IOS\IOSLocalNotification\IOSLocalNotification.Build.cs,ioslocalnotification|ios|slate|umg|widget
IOSPlatformFeatures,Runtime,UI,Runtime\IOS\IOSPlatformFeatures\IOSPlatformFeatures.Build.cs,iosplatformfeatures|ios|slate|umg|widget
IOSRuntimeSettings,Runtime,UI,Runtime\IOS\IOSRuntimeSettings\IOSRuntimeSettings.Build.cs,iosruntimesettings|ios|slate|umg|widget
IoStoreHttpClient,Runtime,NetworkingOnline,Runtime\Experimental\IoStore\HttpClient\IoStoreHttpClient.Build.cs,iostorehttpclient|experimental|httpclient|iostore|network|online|replication
IoStoreOnDemand,Runtime,UI,Runtime\Experimental\IoStore\OnDemand\IoStoreOnDemand.Build.cs,iostoreondemand|experimental|iostore|ondemand|slate|umg|widget
IoStoreOnDemandCore,Runtime,UI,Runtime\Experimental\IoStore\OnDemandCore\IoStoreOnDemandCore.Build.cs,iostoreondemandcore|experimental|iostore|ondemandcore|slate|umg|widget
IoStoreOnDemandTests,Runtime,UI,Runtime\Experimental\IoStore\Tests\IoStoreOnDemandTests.Build.cs,iostoreondemandtests|experimental|iostore|slate|tests|umg|widget
IPC,Runtime,UI,Runtime\IPC\IPC.Build.cs,ipc|slate|umg|widget
IrisCore,Runtime,UI,Runtime\Experimental\Iris\Core\IrisCore.Build.cs,iriscore|core|experimental|iris|slate|umg|widget
IrisStub,Runtime,UI,Runtime\Experimental\Iris\Stub\IrisStub.Build.cs,irisstub|experimental|iris|slate|stub|umg|widget
ISMPool,Runtime,UI,Runtime\Experimental\ISMPool\ISMPool.Build.cs,ismpool|experimental|slate|umg|widget
Json,Runtime,UI,Runtime\Json\Json.Build.cs,json|slate|umg|widget
JsonObjectGraph,Runtime,UI,Runtime\Experimental\JsonObjectGraph\JsonObjectGraph.Build.cs,jsonobjectgraph|experimental|slate|umg|widget
JsonUtilities,Runtime,UI,Runtime\JsonUtilities\JsonUtilities.Build.cs,jsonutilities|slate|umg|widget
Landscape,Runtime,UI,Runtime\Landscape\Landscape.Build.cs,landscape|slate|umg|widget
Launch,Runtime,UI,Runtime\Launch\Launch.Build.cs,launch|slate|umg|widget
LaunchDaemonMessages,Runtime,UI,Runtime\IOS\LaunchDaemonMessages\LaunchDaemonMessages.Build.cs,launchdaemonmessages|ios|slate|umg|widget
LauncherCheck,Runtime,UI,Runtime\Portal\LauncherCheck\LauncherCheck.Build.cs,launchercheck|portal|slate|umg|widget
LauncherPlatform,Runtime,UI,Runtime\Portal\LauncherPlatform\LauncherPlatform.Build.cs,launcherplatform|portal|slate|umg|widget
LevelSequence,Runtime,UI,Runtime\LevelSequence\LevelSequence.Build.cs,levelsequence|slate|umg|widget
LiveLinkAnimationCore,Runtime,Animation,Runtime\LiveLinkAnimationCore\LiveLinkAnimationCore.Build.cs,livelinkanimationcore|animation|rig|skeletal
LiveLinkInterface,Runtime,UI,Runtime\LiveLinkInterface\LiveLinkInterface.Build.cs,livelinkinterface|slate|umg|widget
LiveLinkMessageBusFramework,Runtime,UI,Runtime\LiveLinkMessageBusFramework\LiveLinkMessageBusFramework.Build.cs,livelinkmessagebusframework|slate|umg|widget
LocalFileNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\LocalFileNetworkReplayStreaming\LocalFileNetworkReplayStreaming.Build.cs,localfilenetworkreplaystreaming|network|networkreplaystreaming|online|replication
MarketplaceKit,Runtime,UI,Runtime\IOS\MarketplaceKit\MarketplaceKit.Build.cs,marketplacekit|ios|slate|umg|widget
MassEntity,Runtime,AI_Mass,Runtime\MassEntity\MassEntity.Build.cs,massentity|mass|nav
MaterialShaderQualitySettings,Runtime,Rendering,Runtime\MaterialShaderQualitySettings\MaterialShaderQualitySettings.Build.cs,materialshaderqualitysettings|render|rhi|shader
MathCore,Runtime,UI,Runtime\MathCore\MathCore.Build.cs,mathcore|slate|umg|widget
Media,Runtime,UI,Runtime\Media\Media.Build.cs,media|slate|umg|widget
MediaAssets,Runtime,UI,Runtime\MediaAssets\MediaAssets.Build.cs,mediaassets|slate|umg|widget
MediaUtils,Runtime,UI,Runtime\MediaUtils\MediaUtils.Build.cs,mediautils|slate|umg|widget
MeshConversion,Runtime,UI,Runtime\MeshConversion\MeshConversion.Build.cs,meshconversion|slate|umg|widget
MeshConversionEngineTypes,Runtime,NetworkingOnline,Runtime\MeshConversionEngineTypes\MeshConversionEngineTypes.Build.cs,meshconversionenginetypes|network|online|replication
MeshDescription,Runtime,UI,Runtime\MeshDescription\MeshDescription.Build.cs,meshdescription|slate|umg|widget
MeshUtilitiesCommon,Runtime,UI,Runtime\MeshUtilitiesCommon\MeshUtilitiesCommon.Build.cs,meshutilitiescommon|slate|umg|widget
Messaging,Runtime,UI,Runtime\Messaging\Messaging.Build.cs,messaging|slate|umg|widget
MessagingCommon,Runtime,UI,Runtime\MessagingCommon\MessagingCommon.Build.cs,messagingcommon|slate|umg|widget
MessagingRpc,Runtime,UI,Runtime\MessagingRpc\MessagingRpc.Build.cs,messagingrpc|slate|umg|widget
MetalRHI,Runtime,Rendering,Runtime\Apple\MetalRHI\MetalRHI.Build.cs,metalrhi|apple|render|rhi|shader
MoviePlayer,Runtime,UI,Runtime\MoviePlayer\MoviePlayer.Build.cs,movieplayer|slate|umg|widget
MoviePlayerProxy,Runtime,UI,Runtime\MoviePlayerProxy\MoviePlayerProxy.Build.cs,movieplayerproxy|slate|umg|widget
MovieScene,Runtime,UI,Runtime\MovieScene\MovieScene.Build.cs,moviescene|slate|umg|widget
MovieSceneCapture,Runtime,UI,Runtime\MovieSceneCapture\MovieSceneCapture.Build.cs,moviescenecapture|slate|umg|widget
MovieSceneTracks,Runtime,NetworkingOnline,Runtime\MovieSceneTracks\MovieSceneTracks.Build.cs,moviescenetracks|network|online|replication
MRMesh,Runtime,UI,Runtime\MRMesh\MRMesh.build.cs,mrmesh|slate|umg|widget
NavigationSystem,Runtime,AI_Mass,Runtime\NavigationSystem\NavigationSystem.Build.cs,navigationsystem|mass|nav
Navmesh,Runtime,AI_Mass,Runtime\Navmesh\Navmesh.Build.cs,navmesh|mass|nav
NetCommon,Runtime,NetworkingOnline,Runtime\Net\Common\NetCommon.Build.cs,netcommon|common|net|network|online|replication
NetCore,Runtime,NetworkingOnline,Runtime\Net\Core\NetCore.Build.cs,netcore|core|net|network|online|replication
NetworkFile,Runtime,NetworkingOnline,Runtime\NetworkFile\NetworkFile.Build.cs,networkfile|network|online|replication
NetworkFileSystem,Runtime,NetworkingOnline,Runtime\NetworkFileSystem\NetworkFileSystem.Build.cs,networkfilesystem|network|online|replication
Networking,Runtime,NetworkingOnline,Runtime\Networking\Networking.Build.cs,networking|network|online|replication
NetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\NetworkReplayStreaming\NetworkReplayStreaming.Build.cs,networkreplaystreaming|network|online|replication
NNE,Runtime,UI,Runtime\NNE\NNE.Build.cs,nne|slate|umg|widget
NonRealtimeAudioRenderer,Runtime,Rendering,Runtime\NonRealtimeAudioRenderer\NonRealtimeAudioRenderer.Build.cs,nonrealtimeaudiorenderer|render|rhi|shader
NullDrv,Runtime,UI,Runtime\NullDrv\NullDrv.Build.cs,nulldrv|slate|umg|widget
NullInstallBundleManager,Runtime,UI,Runtime\NullInstallBundleManager\NullInstallBundleManager.build.cs,nullinstallbundlemanager|slate|umg|widget
NullNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\NullNetworkReplayStreaming\NullNetworkReplayStreaming.build.cs,nullnetworkreplaystreaming|network|networkreplaystreaming|online|replication
OodleDataCompression,Runtime,UI,Runtime\OodleDataCompression\OodleDataCompression.Build.cs,oodledatacompression|slate|umg|widget
OpenColorIOWrapper,Runtime,UI,Runtime\OpenColorIOWrapper\OpenColorIOWrapper.Build.cs,opencoloriowrapper|slate|umg|widget
OpenGLDrv,Runtime,UI,Runtime\OpenGLDrv\OpenGLDrv.Build.cs,opengldrv|slate|umg|widget
OpusAudioDecoder,Runtime,Audio,Runtime\OpusAudioDecoder\Module\OpusAudioDecoder.Build.cs,opusaudiodecoder|audio|metasound|sound
Overlay,Runtime,UI,Runtime\Overlay\Overlay.Build.cs,overlay|slate|umg|widget
PacketHandler,Runtime,UI,Runtime\PacketHandlers\PacketHandler\PacketHandler.Build.cs,packethandler|packethandlers|slate|umg|widget
PakFile,Runtime,UI,Runtime\PakFile\PakFile.Build.cs,pakfile|slate|umg|widget
PerfCounters,Runtime,UI,Runtime\PerfCounters\PerfCounters.Build.cs,perfcounters|slate|umg|widget
PhysicsCore,Runtime,Physics,Runtime\PhysicsCore\PhysicsCore.Build.cs,physicscore|chaos|collision|physics
PortalMessages,Runtime,UI,Runtime\Portal\Messages\PortalMessages.Build.cs,portalmessages|messages|portal|slate|umg|widget
PortalProxies,Runtime,UI,Runtime\Portal\Proxies\PortalProxies.Build.cs,portalproxies|portal|proxies|slate|umg|widget
PortalRpc,Runtime,UI,Runtime\Portal\Rpc\PortalRpc.Build.cs,portalrpc|portal|rpc|slate|umg|widget
PortalServices,Runtime,UI,Runtime\Portal\Services\PortalServices.Build.cs,portalservices|portal|services|slate|umg|widget
PosixShim,Runtime,UI,Runtime\PlatformThirdPartyHelpers\PosixShim\PosixShim.Build.cs,posixshim|platformthirdpartyhelpers|slate|umg|widget
PreLoadScreen,Runtime,UI,Runtime\PreLoadScreen\PreLoadScreen.Build.cs,preloadscreen|slate|umg|widget
Projects,Runtime,UI,Runtime\Projects\Projects.Build.cs,projects|slate|umg|widget
PropertyPath,Runtime,UI,Runtime\PropertyPath\PropertyPath.Build.cs,propertypath|slate|umg|widget
RadAudioDecoder,Runtime,Audio,Runtime\RadAudioCodec\Module\RadAudioDecoder.Build.cs,radaudiodecoder|audio|metasound|radaudiocodec|sound
RawMesh,Runtime,UI,Runtime\RawMesh\RawMesh.Build.cs,rawmesh|slate|umg|widget
ReliabilityHandlerComponent,Runtime,UI,Runtime\PacketHandlers\ReliabilityHandlerComponent\ReliabilityHandlerComponent.Build.cs,reliabilityhandlercomponent|packethandlers|slate|umg|widget
RenderCore,Runtime,Rendering,Runtime\RenderCore\RenderCore.Build.cs,rendercore|render|rhi|shader
Renderer,Runtime,Rendering,Runtime\Renderer\Renderer.Build.cs,renderer|render|rhi|shader
RewindDebuggerRuntimeInterface,Runtime,UI,Runtime\RewindDebuggerRuntimeInterface\RewindDebuggerRuntimeInterface.Build.cs,rewinddebuggerruntimeinterface|slate|umg|widget
RHI,Runtime,Rendering,Runtime\RHI\RHI.Build.cs,rhi|render|shader
RHICore,Runtime,Rendering,Runtime\RHICore\RHICore.Build.cs,rhicore|render|rhi|shader
RSA,Runtime,UI,Runtime\RSA\RSA.Build.cs,rsa|slate|umg|widget
RuntimeAssetCache,Runtime,UI,Runtime\RuntimeAssetCache\RuntimeAssetCache.Build.cs,runtimeassetcache|slate|umg|widget
SandboxFile,Runtime,UI,Runtime\SandboxFile\SandboxFile.Build.cs,sandboxfile|slate|umg|widget
SaveGameNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\SaveGameNetworkReplayStreaming\SaveGameNetworkReplayStreaming.Build.cs,savegamenetworkreplaystreaming|network|networkreplaystreaming|online|replication
Serialization,Runtime,UI,Runtime\Serialization\Serialization.Build.cs,serialization|slate|umg|widget
SessionMessages,Runtime,UI,Runtime\SessionMessages\SessionMessages.Build.cs,sessionmessages|slate|umg|widget
SessionServices,Runtime,UI,Runtime\SessionServices\SessionServices.Build.cs,sessionservices|slate|umg|widget
SignalProcessing,Runtime,UI,Runtime\SignalProcessing\SignalProcessing.Build.cs,signalprocessing|slate|umg|widget
SkeletalMeshDescription,Runtime,Animation,Runtime\SkeletalMeshDescription\SkeletalMeshDescription.Build.cs,skeletalmeshdescription|animation|rig|skeletal
Slate,Runtime,UI,Runtime\Slate\Slate.Build.cs,slate|umg|widget
SlateCore,Runtime,UI,Runtime\SlateCore\SlateCore.Build.cs,slatecore|slate|umg|widget
SlateNullRenderer,Runtime,Rendering,Runtime\SlateNullRenderer\SlateNullRenderer.Build.cs,slatenullrenderer|render|rhi|shader
SlateRHIRenderer,Runtime,Rendering,Runtime\SlateRHIRenderer\SlateRHIRenderer.Build.cs,slaterhirenderer|render|rhi|shader
Sockets,Runtime,NetworkingOnline,Runtime\Sockets\Sockets.Build.cs,sockets|network|online|replication
SoundFieldRendering,Runtime,Rendering,Runtime\SoundFieldRendering\SoundFieldRendering.Build.cs,soundfieldrendering|render|rhi|shader
SSL,Runtime,NetworkingOnline,Runtime\Online\SSL\SSL.Build.cs,ssl|online|network|replication
StageDataCore,Runtime,UI,Runtime\VirtualProduction\StageDataCore\StageDataCore.build.cs,stagedatacore|slate|umg|virtualproduction|widget
StateStream,Runtime,UI,Runtime\StateStream\StateStream.Build.cs,statestream|slate|umg|widget
StaticMeshDescription,Runtime,UI,Runtime\StaticMeshDescription\StaticMeshDescription.Build.cs,staticmeshdescription|slate|umg|widget
Stomp,Runtime,NetworkingOnline,Runtime\Online\Stomp\Stomp.Build.cs,stomp|online|network|replication
StorageServerClient,Runtime,UI,Runtime\StorageServerClient\StorageServerClient.Build.cs,storageserverclient|slate|umg|widget
StorageServerClientDebug,Runtime,UI,Runtime\StorageServerClientDebug\StorageServerClientDebug.Build.cs,storageserverclientdebug|slate|umg|widget
StreamingFile,Runtime,UI,Runtime\StreamingFile\StreamingFile.Build.cs,streamingfile|slate|umg|widget
StreamingPauseRendering,Runtime,Rendering,Runtime\StreamingPauseRendering\StreamingPauseRendering.Build.cs,streamingpauserendering|render|rhi|shader
StudioTelemetry,Runtime,UI,Runtime\StudioTelemetry\StudioTelemetry.build.cs,studiotelemetry|slate|umg|widget
SymsLib,Runtime,UI,Runtime\SymsLib\SymsLib.Build.cs,symslib|slate|umg|widget
SynthBenchmark,Runtime,Audio,Runtime\SynthBenchmark\SynthBenchmark.Build.cs,synthbenchmark|audio|metasound|sound
TelemetryUtils,Runtime,UI,Runtime\Analytics\TelemetryUtils\TelemetryUtils.Build.cs,telemetryutils|analytics|slate|umg|widget
TextureUtilitiesCommon,Runtime,UI,Runtime\TextureUtilitiesCommon\TextureUtilitiesCommon.build.cs,textureutilitiescommon|slate|umg|widget
TimeManagement,Runtime,UI,Runtime\TimeManagement\TimeManagement.Build.cs,timemanagement|slate|umg|widget
TraceLog,Runtime,UI,Runtime\TraceLog\TraceLog.Build.cs,tracelog|slate|umg|widget
TypedElementFramework,Runtime,UI,Runtime\TypedElementFramework\TypedElementFramework.Build.cs,typedelementframework|slate|umg|widget
TypedElementRuntime,Runtime,UI,Runtime\TypedElementRuntime\TypedElementRuntime.Build.cs,typedelementruntime|slate|umg|widget
UEJpegComp,Runtime,UI,Runtime\UEJpegComp\UEJpegComp.Build.cs,uejpegcomp|slate|umg|widget
UELibrary,Runtime,UI,Runtime\UELibrary\UELibrary.Build.cs,uelibrary|slate|umg|widget
UEWavComp,Runtime,UI,Runtime\UEWavComp\UEWavComp.Build.cs,uewavcomp|slate|umg|widget
uLangCore,Runtime,UI,Runtime\Solaris\uLangCore\uLangCore.Build.cs,ulangcore|slate|solaris|umg|widget
uLangJSON,Runtime,UI,Runtime\Solaris\uLangJSON\uLangJSON.Build.cs,ulangjson|slate|solaris|umg|widget
uLangUE,Runtime,UI,Runtime\Solaris\uLangUE\uLangUE.Build.cs,ulangue|slate|solaris|umg|widget
UMG,Runtime,UI,Runtime\UMG\UMG.Build.cs,umg|slate|widget
UniversalObjectLocator,Runtime,UI,Runtime\UniversalObjectLocator\UniversalObjectLocator.Build.cs,universalobjectlocator|slate|umg|widget
UnixCommonStartup,Runtime,UI,Runtime\Unix\UnixCommonStartup\UnixCommonStartup.Build.cs,unixcommonstartup|slate|umg|unix|widget
UnrealGame,Runtime,UI,Runtime\UnrealGame\UnrealGame.Build.cs,unrealgame|slate|umg|widget
VectorVM,Runtime,UI,Runtime\VectorVM\VectorVM.Build.cs,vectorvm|slate|umg|widget
VerseCompiler,Runtime,UI,Runtime\VerseCompiler\VerseCompiler.Build.cs,versecompiler|slate|umg|widget
VirtualFileCache,Runtime,UI,Runtime\VirtualFileCache\VirtualFileCache.Build.cs,virtualfilecache|slate|umg|widget
VirtualProduction,Runtime,UI,Runtime\VirtualProduction\VirtualProduction\VirtualProduction.build.cs,virtualproduction|slate|umg|widget
Voice,Runtime,Audio,Runtime\Online\Voice\Voice.Build.cs,voice|audio|metasound|online|sound
VorbisAudioDecoder,Runtime,Audio,Runtime\VorbisAudioDecoder\Module\VorbisAudioDecoder.Build.cs,vorbisaudiodecoder|audio|metasound|sound
Voronoi,Runtime,UI,Runtime\Experimental\Voronoi\Voronoi.Build.cs,voronoi|experimental|slate|umg|widget
VulkanRHI,Runtime,Rendering,Runtime\VulkanRHI\VulkanRHI.Build.cs,vulkanrhi|render|rhi|shader
WebBrowser,Runtime,UI,Runtime\WebBrowser\WebBrowser.Build.cs,webbrowser|slate|umg|widget
WebBrowserTexture,Runtime,UI,Runtime\WebBrowserTexture\WebBrowserTexture.Build.cs,webbrowsertexture|slate|umg|widget
WebSockets,Runtime,NetworkingOnline,Runtime\Online\WebSockets\WebSockets.Build.cs,websockets|online|network|replication
WidgetCarousel,Runtime,UI,Runtime\WidgetCarousel\WidgetCarousel.Build.cs,widgetcarousel|slate|umg|widget
WindowsMMDeviceEnumeration,Runtime,Audio,Runtime\AudioDeviceEnumeration\Windows\WindowsMMDeviceEnumeration\WindowsMMDeviceEnumeration.Build.cs,windowsmmdeviceenumeration|audio|audiodeviceenumeration|metasound|sound|windows
WindowsPlatformFeatures,Runtime,UI,Runtime\Windows\WindowsPlatformFeatures\WindowsPlatformFeatures.Build.cs,windowsplatformfeatures|slate|umg|widget|windows
XmlParser,Runtime,UI,Runtime\XmlParser\XmlParser.Build.cs,xmlparser|slate|umg|widget
XMPP,Runtime,NetworkingOnline,Runtime\Online\XMPP\XMPP.Build.cs,xmpp|online|network|replication
AlembicLib,ThirdParty,UI,ThirdParty\Alembic\AlembicLib.Build.cs,alembiclib|alembic|slate|umg|widget
AMD_AGS,ThirdParty,UI,ThirdParty\AMD\AMD_AGS\AMD_AGS.Build.cs,amd|ags|slate|umg|widget
Amf,ThirdParty,UI,ThirdParty\AMD\Amf\Amf.Build.cs,amf|amd|slate|umg|widget
ArmlibGPUInfo,ThirdParty,UI,ThirdParty\ARM\ArmlibGPUInfo\ArmlibGPUInfo.Build.cs,armlibgpuinfo|arm|slate|umg|widget
Asio,ThirdParty,UI,ThirdParty\asio\Asio.Build.cs,asio|slate|umg|widget
astcenc,ThirdParty,UI,ThirdParty\astcenc\astcenc.Build.cs,astcenc|slate|umg|widget
AtomicQueue,ThirdParty,UI,ThirdParty\AtomicQueue\AtomicQueue.Build.cs,atomicqueue|slate|umg|widget
BLAKE3,ThirdParty,UI,ThirdParty\BLAKE3\BLAKE3.Build.cs,blake3|slate|umg|widget
Blosc,ThirdParty,UI,ThirdParty\Blosc\Blosc.Build.cs,blosc|slate|umg|widget
Boost,ThirdParty,UI,ThirdParty\Boost\Boost.Build.cs,boost|slate|umg|widget
Catch2,ThirdParty,UI,ThirdParty\Catch2\Catch2.build.cs,catch2|slate|umg|widget
Catch2Extras,ThirdParty,UI,ThirdParty\Catch2\Catch2Extras.Build.cs,catch2extras|catch2|slate|umg|widget
CEF3,ThirdParty,UI,ThirdParty\CEF3\CEF3.build.cs,cef3|slate|umg|widget
ConcurrencyVisualizer,ThirdParty,UI,ThirdParty\ConcurrencyVisualizer\ConcurrencyVisualizer.Build.cs,concurrencyvisualizer|slate|umg|widget
coremod,ThirdParty,UI,ThirdParty\coremod\coremod.Build.cs,coremod|slate|umg|widget
CUDAHeader,ThirdParty,UI,ThirdParty\NVIDIA\CUDA\CUDAHeader.Build.cs,cudaheader|cuda|nvidia|slate|umg|widget
DirectML,ThirdParty,UI,ThirdParty\DirectML\DirectML.Build.cs,directml|slate|umg|widget
DirectShow,ThirdParty,UI,ThirdParty\DirectShow\DirectShow.Build.cs,directshow|slate|umg|widget
DirectSound,ThirdParty,Audio,ThirdParty\Windows\DirectSound\DirectSound.Build.cs,directsound|audio|metasound|sound|windows
DirectX,ThirdParty,UI,ThirdParty\Windows\DirectX\DirectX.Build.cs,directx|slate|umg|widget|windows
DNxHR,ThirdParty,UI,ThirdParty\AvidDNxHD\DNxHR\DNxHR.Build.cs,dnxhr|aviddnxhd|slate|umg|widget
DNxMXF,ThirdParty,UI,ThirdParty\AvidDNxHD\DNxMXF\DNxMXF.Build.cs,dnxmxf|aviddnxhd|slate|umg|widget
DNxUncompressed,ThirdParty,UI,ThirdParty\AvidDNxHD\DNxUncompressed\DNxUncompressed.Build.cs,dnxuncompressed|aviddnxhd|slate|umg|widget
dr_libs,ThirdParty,UI,ThirdParty\dr_libs\dr_libs.Build.cs,libs|slate|umg|widget
DX11,ThirdParty,UI,ThirdParty\Windows\DX11\DX11.Build.cs,dx11|slate|umg|widget|windows
DX11Audio,ThirdParty,Audio,ThirdParty\Windows\DX11\DX11Audio.Build.cs,dx11audio|audio|dx11|metasound|sound|windows
DX12,ThirdParty,UI,ThirdParty\Windows\DX12\DX12.Build.cs,dx12|slate|umg|widget|windows
DX9,ThirdParty,UI,ThirdParty\Windows\DX9\DX9.Build.cs,dx9|slate|umg|widget|windows
Eigen,ThirdParty,UI,ThirdParty\Eigen\Eigen.Build.cs,eigen|slate|umg|widget
Embree,ThirdParty,UI,ThirdParty\Intel\Embree\Embree.Build.cs,embree|intel|slate|umg|widget
EOSSDK,ThirdParty,UI,ThirdParty\EOSSDK\EOSSDK.Build.cs,eossdk|slate|umg|widget
etc2comp,ThirdParty,UI,ThirdParty\etc2comp\etc2comp.Build.cs,etc2comp|slate|umg|widget
Expat,ThirdParty,UI,ThirdParty\Expat\Expat.Build.cs,expat|slate|umg|widget
Facebook,ThirdParty,UI,ThirdParty\Facebook\Facebook.Build.cs,facebook|slate|umg|widget
FBX,ThirdParty,UI,ThirdParty\FBX\FBX.Build.cs,fbx|slate|umg|widget
ForsythTriOptimizer,ThirdParty,UI,ThirdParty\ForsythTriOO\ForsythTriOptimizer.Build.cs,forsythtrioptimizer|forsythtrioo|slate|umg|widget
FreeImage,ThirdParty,UI,ThirdParty\FreeImage\FreeImage.Build.cs,freeimage|slate|umg|widget
FreeType2,ThirdParty,UI,ThirdParty\FreeType2\FreeType2.Build.cs,freetype2|slate|umg|widget
GeForceNOW,ThirdParty,UI,ThirdParty\NVIDIA\GeForceNOW\GeForceNOW.Build.cs,geforcenow|nvidia|slate|umg|widget
GoogleARCoreSDK,ThirdParty,UI,ThirdParty\GoogleARCore\GoogleARCoreSDK.build.cs,googlearcoresdk|googlearcore|slate|umg|widget
GoogleGameSDK,ThirdParty,UI,ThirdParty\GoogleGameSDK\GoogleGameSDK.Build.cs,googlegamesdk|slate|umg|widget
GoogleOboe,ThirdParty,UI,ThirdParty\GoogleOboe\GoogleOboe.Build.cs,googleoboe|slate|umg|widget
GoogleTest,ThirdParty,UI,ThirdParty\GoogleTest\GoogleTest.Build.cs,googletest|slate|umg|widget
GPUDirect,ThirdParty,UI,ThirdParty\NVIDIA\GPUDirect\GPUDirect.Build.cs,gpudirect|nvidia|slate|umg|widget
GuidelinesSupportLibrary,ThirdParty,UI,ThirdParty\GuidelinesSupportLibrary\GuidelinesSupportLibrary.Build.cs,guidelinessupportlibrary|slate|umg|widget
HAPLib,ThirdParty,UI,ThirdParty\HAPMedia\HAPLib\HAPLib.Build.cs,haplib|hapmedia|slate|umg|widget
HarfBuzz,ThirdParty,UI,ThirdParty\HarfBuzz\HarfBuzz.Build.cs,harfbuzz|slate|umg|widget
heapprofd,ThirdParty,UI,ThirdParty\heapprofd\heapprofd.Build.cs,heapprofd|slate|umg|widget
HLSLCC,ThirdParty,UI,ThirdParty\hlslcc\HLSLCC.Build.cs,hlslcc|slate|umg|widget
ICU,ThirdParty,UI,ThirdParty\ICU\ICU.Build.cs,icu|slate|umg|widget
Imath,ThirdParty,UI,ThirdParty\Imath\Imath.Build.cs,imath|slate|umg|widget
IntelExtensionsFramework,ThirdParty,UI,ThirdParty\Intel\ExtensionsFramework\IntelExtensionsFramework.Build.cs,intelextensionsframework|extensionsframework|intel|slate|umg|widget
IntelISPC,ThirdParty,UI,ThirdParty\Intel\ISPC\IntelISPC.Build.cs,intelispc|intel|ispc|slate|umg|widget
IntelISPCTexComp,ThirdParty,UI,ThirdParty\Intel\ISPCTexComp\IntelISPCTexComp.Build.cs,intelispctexcomp|intel|ispctexcomp|slate|umg|widget
IntelOIDN,ThirdParty,UI,ThirdParty\Intel\OIDN\IntelOIDN.Build.cs,inteloidn|intel|oidn|slate|umg|widget
IntelTBB,ThirdParty,UI,ThirdParty\Intel\TBB\IntelTBB.Build.cs,inteltbb|intel|slate|tbb|umg|widget
IntelVTune,ThirdParty,UI,ThirdParty\Intel\VTune\IntelVTune.Build.cs,intelvtune|intel|slate|umg|vtune|widget
jemalloc,ThirdParty,UI,ThirdParty\jemalloc\jemalloc.Build.cs,jemalloc|slate|umg|widget
Kiss_FFT,ThirdParty,UI,ThirdParty\Kiss_FFT\Kiss_FFT.Build.cs,fft|kiss|slate|umg|widget
libav,ThirdParty,UI,ThirdParty\libav\libav.Build.cs,libav|slate|umg|widget
libcurl,ThirdParty,UI,ThirdParty\libcurl\libcurl.Build.cs,libcurl|slate|umg|widget
libFLAC,ThirdParty,UI,ThirdParty\libFLAC\libFLAC.build.cs,libflac|slate|umg|widget
libGPUCounters,ThirdParty,UI,ThirdParty\libGPUCounters\libGPUCounters.Build.cs,libgpucounters|slate|umg|widget
LibJpegTurbo,ThirdParty,UI,ThirdParty\libjpeg-turbo\LibJpegTurbo.Build.cs,libjpegturbo|libjpeg|slate|turbo|umg|widget
libOpus,ThirdParty,UI,ThirdParty\libOpus\libOpus.build.cs,libopus|slate|umg|widget
libpas,ThirdParty,UI,ThirdParty\libpas\src\libpas\libpas.Build.cs,libpas|slate|src|umg|widget
LibPhonon,ThirdParty,UI,ThirdParty\libPhonon\LibPhonon.Build.cs,libphonon|slate|umg|widget
libstrophe,ThirdParty,UI,ThirdParty\libstrophe\libstrophe.Build.cs,libstrophe|slate|umg|widget
LibTiff,ThirdParty,UI,ThirdParty\LibTiff\LibTiff.Build.cs,libtiff|slate|umg|widget
libvpx,ThirdParty,UI,ThirdParty\libvpx\libvpx.build.cs,libvpx|slate|umg|widget
libWebSockets,ThirdParty,NetworkingOnline,ThirdParty\libWebSockets\libWebSockets.Build.cs,libwebsockets|network|online|replication
libzip,ThirdParty,UI,ThirdParty\libzip\libzip.Build.cs,libzip|slate|umg|widget
MaterialX,ThirdParty,Rendering,ThirdParty\MaterialX\MaterialX.Build.cs,materialx|render|rhi|shader
MetalCPP,ThirdParty,UI,ThirdParty\MetalCPP\MetalCPP.Build.cs,metalcpp|slate|umg|widget
MetalShaderConverter,ThirdParty,Rendering,ThirdParty\Apple\MetalShaderConverter\MetalShaderConverter.build.cs,metalshaderconverter|apple|render|rhi|shader
